1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
0.23187500179999998,0.27999999820000004,0.36750000000000005,0.37,0.405000005375,0.5149999999999999,0.07749999405000003,0.3325000006,0.362500003725,0.20500000142500002,0.31999999999999995,0.4125,0.31999999999999995,0.40249999999999997,0.5175000000000001,0.49250000000000005,0.515,0.5825,0.6687362499999999,0.8695189999999999,1.0266666666666666
,-2.4200000092000002,-6.13442475655,-0.455,-0.0625,0.06999999985,0.59,0.09,0.155,0.2175,0.2125,0.2425,0.275,0.28500000000000003,0.4125,0.47000000000000003,0.4525,0.4525,0.32249999999999995,0.45000000000000007,0.7366666666666667
0.2362500006,0.27749999987499996,0.1862500009,0.21750000120000001,0.218749997925,0.165,0.308745871125,0.3787500024675,0.6050000035750001,0.5325000000000001,0.48750000000000004,0.8875000000000001,1.05,0.8725,1.24,0.42250000000000004,0.7487035,1.4293952499999998,0.12,1.595,1.3933333333333333
,-7.389999866,-0.684999987525,-0.38499999789999995,-0.0874999980335,0.0374999992175,0.0075,-0.1375,0.1325000009,0.3025,-0.11499999999999999,0.245,0.215,0.1825,0.2,0.45,0.44999999999999996,0.5950000000000001,0.7224999999999999,1.25,1.3433333333333335
0.3181249991,-0.16625,-0.0975,-0.16000000000000003,0.031874999999999994,-0.035,-0.012500000000000011,-0.101875,0.193125,-0.23375,0.214375,0.4375,0.425625,0.5549999999999999,0.9075,1.11875,1.65,1.645,1.9450000000000003,0.8875000000000001,1.5866666666666667
0.85,0.7425,0.40249999999999997,0.4,0.9625,1.1425,0.6575,1.9725000000000001,1.9575,-0.7875,0.39499999999999996,0.43,0.385,1.1775,1.22,1.595,1.2775,1.185,2.125,1.6275,2.9899999999999998
,,,,,,,,,,,,,0.61,0.08499999999999999,0.45500000000000007,0.4025,0.5983115,0.7200000000000001,1.145,1.1433333333333333
-0.035625,-0.0925,-0.18499999999999997,-0.195,-0.29,-0.2175,-0.26666666666666666,-0.25875,-0.159375,0.053125000000000006,0.42375,0.11624999999999999,0.22125,0.33249999999999996,0.32249999999999995,0.83,0.1975,0.44499999999999995,0.495,0.08750000000000006,2.2566666666666664
0.063125,0.32187499999999997,0.045,0.04,-0.022500000000000003,0.2,0.185,0.24585949999999998,0.31,0.17500000000000002,-0.0575,0.175,0.365,0.015,0.052500000000000005,0.22249999999999998,0.28250000000000003,0.3925,0.7975,0.7875,0.7224999999999999
,,,,,,,,,,,,,,,,,,,,
-0.07750000000000001,0.795,-0.035,-0.9500000000000001,-0.1975,0.06499999999999999,0.10250000000000001,-0.05499999999999999,-1.4925000000000002,-1.2875,0.08750000000000002,0.1625,0.16999999999999998,-0.39749999999999996,-0.02750000000000001,-0.1325,-0.21,-0.151374,-0.010000000000000002,0.085,0.049999999999999996
0.06962962963,0.07888888889000001,0.0799999999975,0.0933333328025,0.09814814813749999,0.12296296295,0.14592592589999998,0.19333333335,0.238888888875,0.2588888889,0.21333333332499999,0.29833333335,0.39999999999999997,0.475,0.5275000000000001,0.595,0.615,0.5484875,0.74,0.845,0.9400000000000001
0.53333334115,0.425000001975,0.46587917022499997,0.423296162675,0.475,0.6399999999999999,0.885,1.0766666666666669,1.5499999999999998,0.022499999999999964,0.35250000000000004,0.7075,0.7949999999999999,0.85034075,1.6949999999999998,2.0525,2.3575,2.1774999999999998,3.085,1.11,-0.016666666666666757
0.26749999555000004,0.2749999985,0.26749999999999996,-0.255,0.43749999999999994,0.46749999999999997,0.74,0.625,0.7025,0.9550000000000001,1.1325,1.205,1.015,1.4000000000000001,1.685,1.6975,2.29,2.58,0.6575,3.1724999999999994,3.36
,,,,,,0.5775,0.6375,0.86,-0.05750000000000005,0.7275,1.06700825,1.1575000000000002,1.1825,1.6425,2.1149999999999998,2.1475,1.9747707500000002,2.3925,3.6,3.516666666666667
,,,-1.46099075,-0.39466675,-0.2840725,-0.14512925,0.0163705,0.0340615,0.21916975,0.15505975000000002,,0.25,0.4025,0.3475,0.505,0.3575,0.5025,0.675,0.695,1.0
-0.544999990625,-1.00499999515,-0.39500000630599996,-0.09750000061599999,0.020000000095,0.36250000444999997,0.217499998275,0.11499999999999999,0.2875,0.38,0.5175,0.6425000000000001,0.34750000000000003,-0.019999999999999997,0.14750000000000002,-0.1325,0.32,1.2492365,1.5756625,5.165,5.623333333333334
,,,,,,,,,,,,,,0.18,0.3525,0.44999999999999996,0.6675,1.46,1.095,2.6166666666666667
0.0562500003725,0.06437499907,0.0587499998525,0.0812500002975,0.0887500010425,0.13874999932499998,0.17250000059999998,0.051250000000000004,0.265,0.3375,0.33,0.4225,0.4875,0.55,0.6599999999999999,0.69,0.705,0.7600000000000001,0.7625000000000001,1.2475,1.1333333333333333
,,0.425,0.56875,0.69875,0.8187500000000001,1.0050000000000001,1.2275,1.4100000000000001,1.195,2.545,1.745,1.82,2.05,2.075,2.3025,2.4299999999999997,2.3525,3.6799999999999997,3.635,5.036666666666666
0.337499995825,0.4525,0.135,0.4075,0.49249999999999994,0.42500000000000004,0.5675,0.5675,0.725,1.253411,0.6544945,0.6000000000000001,0.7274999999999999,0.7575000000000001,0.895,1.1875,1.2375,1.3025,1.1675,1.15,1.6033333333333335
0.07583333373,0.053750000000000006,0.025833333430749998,0.08041666656,0.07555555518,0.05041666666749999,0.06541666671749999,0.10458333236,0.1199999999075,0.11333333411750002,0.13208333335,0.13791666667500002,0.41312499999999996,0.188125,0.22875,0.28625,0.39625,0.47,0.4275,0.6525,0.5566666666666668
0.17748917746999998,0.640692640675,0.6119047619,0.45654761905,0.865,1.2725,1.9900000000000002,1.93,2.1125,0.5324999999999998,-0.22249999999999992,2.1425,2.9375,1.24,1.3900000000000001,-3.5925,-11.16,-0.9275,0.855,0.025000000000000022,-0.5103093333333334
0.534999995825,0.145,0.5425,0.605,0.4525,0.675,0.79,0.815,1.1975000000000002,1.07,0.7525,1.2125,1.4375,1.3825,1.1875,1.165,1.4874999999999998,0.7250000000000001,3.4450000000000003,1.7075,1.995
0.030937500000000003,0.0809375,0.0625,0.059375,0.0753125,0.116249999775,0.14625,0.179375,0.2475,0.29875,0.23124999999999998,0.3575,0.38499999999999995,0.43,0.5,0.5650000000000001,0.6174999999999999,0.6675,0.53,1.0,0.9400000000000001
,,,,,,,,,,,,0.834858,0.83,0.9775,1.125,1.27,1.1525,1.265,1.0099999999999998,0.9866666666666667
0.370000002975,0.384999996725,0.4244455,0.4475,0.6675,0.59,0.5662499999999999,0.57,0.6625,0.7174999999999999,0.7024999999999999,0.4975,0.43,0.2725,0.39999999999999997,0.25250000000000006,0.41,-0.5025,0.395,0.8875,0.45
,,,,,,,,,,,,,,,,-1.644135,-0.5733902500000001,-0.03750000000000003,0.3325,0.11666666666666665
0.15249999477499995,0.287500001475,0.3924999945725,0.3649999946775,0.40500001895,0.417500000345,0.44000000629,0.456500003075,0.49250001277499994,0.5074999999250001,0.5275,0.5525,0.56843,0.59457975,0.67,0.7525000000000001,0.7725000000000001,0.85,0.9375,1.3699999999999999,1.095
,,,,,,,,0.0975,-0.01,0.01750000000000001,0.08,0.23249999999999998,0.2525,0.24000000000000002,0.28500000000000003,0.305,0.325,0.09249999999999997,0.595,0.4266666666666667
0.41825021486249997,0.626166507075,0.7712243812,0.5488023094750001,0.7736420166000001,0.7107836026750001,1.037163828425,0.84133569305,1.07584592915,1.25942117085,0.485,0.5275,1.185,1.0825,0.6950000000000001,1.3050000000000002,1.385,1.8824999999999998,1.5925,1.7625,1.4799999999999998
,,,,,,,,-0.25644666666666666,0.12333333333333334,-0.04932400000000001,0.435,0.565,0.575,0.5575,0.26249999999999996,1.2925,-1.0,1.0425,7.380000000000001,1.57
0.5425000000000001,0.72,0.6225,0.6525000000000001,0.6725,0.7025,0.5650000000000001,0.925,0.775,0.6775,-1.8875,0.745,0.44999999999999996,0.525,0.545,0.6499999999999999,0.7525,0.8999999999999999,0.8025,1.3375,0.5599999999999999
,,,,,,,,,-0.88,-0.38250000000000006,0.385,0.44000000000000006,0.5075,0.5175,0.59,0.665,0.656854,0.6,0.79,0.9633333333333334
0.46083333332500004,0.53,0.2475,0.5075000000000001,0.5800000000000001,0.6824999999999999,0.755,0.765,0.855,0.5800000000000001,0.385,0.8425,1.0375,0.975,1.2274999999999998,1.3975,1.2625,1.4025219999999998,0.7324999999999999,1.9825,1.99
0.41000000417500004,0.5075000000000001,0.3875,1.04,1.38,1.7866666666666664,1.8224999999999998,1.8975,2.1625,2.54,2.9925,3.8274999999999997,5.0075,6.029999999999999,7.09,8.06,9.212499999999999,10.4025,11.28,12.41,16.23
0.63,0.6174999999999999,0.86,0.15499999999999997,0.22249999999999998,0.5800000000000001,0.8175,0.7225,1.3475,0.9175,0.4575,1.12,1.3475000000000001,1.29,1.50365825,1.8724999999999998,1.88,1.9919337499999998,3.5,4.5,0.21666666666666665
0.5700000000000001,0.56875,0.5325,0.76125,0.7925,0.93875,1.025,1.165,0.8374999999999999,0.15749999999999997,-0.022499999999999992,-0.0925,-6.938893903907228e-18,0.0625,0.235,0.09,0.35000000000000003,0.38999999999999996,0.41,0.6625,0.6766666666666666
0.344999997325,0.3199999944775,0.25750000655000005,0.319999999944,0.36250000595,0.1575,0.3875,0.5375,0.6625,0.8075,0.9099999999999999,0.605,0.9775,1.0550000000000002,0.925,1.15,0.4425,2.265,0.32999999999999996,0.76,0.675
0.44749999672499996,0.3899999991,0.5400000047666667,0.6875,0.5350000006,0.8975,0.755,0.63,0.795,0.6799999999999999,0.295,0.29250000000000004,0.46,0.685,0.5549999999999999,0.695,0.6475000000000001,0.7025,0.6950000000000001,0.9924999999999999,1.0133333333333334
0.1188888897375,0.18888888909999998,0.21222222235,0.29833333399999995,0.05000000002500002,0.3633333333425,0.37916666665,0.5816666666750001,0.7150000000000001,0.8175000000000001,0.61,0.7875000000000001,0.7949999999999999,-0.9423934999999999,-0.185,0.3875,0.8825,0.6525,0.97,0.8399999999999999,1.3399999999999999
0.272500008325,0.38750000297500004,0.39,0.4625,0.5375,0.46249999999999997,0.7175,0.76,0.9075,1.155,1.2825,1.405,1.4375,1.4275,1.6524999999999999,1.5325000000000002,0.87,1.1475,1.1925,0.12124025000000002,1.0029815
0.14166666567000002,0.190833330175,0.160833337025,0.13749999879250002,0.165833334125,0.23666666665,0.350833333325,0.41416666665,0.592499999975,0.56083333335,0.323333333325,0.53,0.721666666675,0.74766733335,0.84311616665,0.95,0.825,0.735,0.75,0.36,0.5875
0.0781333333425,0.0848000000075,0.0906666666675,0.0888,0.097066666675,0.11125333334250001,0.13488,0.1396266666825,0.1688,0.190933333325,0.1848,0.20133333335000003,0.262000000025,0.23966666665000003,0.277,0.309,0.323,0.53,0.34600000000000003,0.372,0.435
0.0870833333425,0.08750000000000001,0.17,0.24,-0.8225,0.02,0.1175,0.16,0.5075000000000001,0.6699999999999999,0.8425,0.9975,1.2750000000000001,1.4474999999999998,1.9674999999999998,3.1075,3.8425,4.2375,2.9825,5.41,7.8066666666666675
0.61214754625,0.519397924625,0.48759803792500006,0.33124867485000004,0.408098365375,0.49289802745,0.5432478270000001,1.02952088185,0.5701987491999999,0.3025,-0.2824999999999999,0.515,0.51,0.5125,0.43499999999999994,0.54,0.6825000000000001,0.79,0.935,1.0150000000000001,1.0066666666666666
-10.484997659474999,-2.9399994192500003,-0.134999973,-0.9344998121,0.0675000105,0.19749999999999998,1.2225,0.47,1.025,1.155757,2.87,2.73,5.3100000000000005,7.12,9.2625,11.5675,12.5625,10.787500000000001,11.907499999999999,21.072499999999998,28.546666666666667
,,,,,,,,,,,,,,,,,,-0.08,0.10750000000000001,0.049999999999999996
0.2599999997,0.3425,0.42,0.515,0.6,0.5625,0.9099999999999999,0.925,1.9375,1.465,1.546083,2.6675,3.1399999999999997,3.515,4.31,4.895,5.0275,4.825,7.6475,6.7124999999999995,6.773333333333333
0.05265625,0.03546875,-0.05753820312499999,0.08687500000000001,0.12875,0.166875,0.1525,0.19937499999999997,0.17250000000000001,0.2075,0.258125,0.32437499999999997,0.33625,0.32625,0.35,0.425,0.25375,0.19000000000000003,0.26625,0.33,0.4066666666666667
0.525,0.600000004175,0.6200000161,0.282499997025,0.40249999999999997,0.30750000000000005,0.3825,0.20000000090000003,0.27249999849999995,0.6625,1.345,0.45,0.5449999999999999,0.29000000000000004,0.38999999999999996,0.3025,0.2325,0.6675,0.15250000000000008,0.7575,0.92
,,,,,,,,0.505,0.345,0.39749999999999996,0.35,0.34249999999999997,0.25,0.44000000000000006,0.5449999999999999,0.6,0.65,0.6925,0.9125000000000001,1.0425
,,,,,,,,,,,,,,,,,,,,
0.11375,0.115,-0.017499999999999998,0.115,0.14375000000000002,0.31499999999999995,0.18999999999999997,-0.6425000000000001,-0.08249999999999999,-0.3425,-0.16999999999999998,-0.175,0.07250000000000001,-0.7174999999999999,-0.02,-0.025,-0.045,0.065,0.020000000000000004,0.3025,0.17
0.15875000000000003,0.1112500000925,0.07874999992500001,-0.14218750000000002,0.201875,0.24375000000000002,0.264375,0.24750000000000003,0.31,-0.03875000000000001,0.02875,0.39682862500000005,0.609514125,0.55625,0.6062500000000001,0.72,0.6775000000000001,0.1275,0.52,1.1125,0.85
0.42999999555,0.5075000000000001,0.5575,1.1724999999999999,0.95,0.6649999999999999,0.9775,1.8699999999999999,2.7649999999999997,0.22249999999999992,0.43999999999999995,0.285,0.46749999999999997,0.4825,1.2125,0.705,0.9349999999999999,0.815,0.7324999999999999,0.9249999999999999,0.7966666666666665
5.891376473,6.749100899999999,6.925,7.475,8.725,8.3,12.125,10.925,1.875,-13.975,-0.7249999999999999,0.905,0.93,0.6224999999999999,1.0899999999999999,0.5525,1.3525,1.18,-0.8325,1.6699999999999997,1.9733333333333334
0.1900000003,0.2049999991,0.31041975,0.368728503575,0.365000004775,0.385444497625,0.31249999970000003,0.255,0.37666666666666665,0.475,0.5375,0.40750000000000003,0.475,0.297999,0.47,0.18,-0.14555799999999997,-0.3975000000000001,0.37,0.5025000000000001,0.38
0.269444444425,0.405833333325,0.48249999999999993,0.5875,0.78,0.8525,0.6075,0.6733333333333333,1.2375,0.90785125,0.8074999999999999,0.44500000000000006,0.6875,0.7725000000000001,0.24500000000000005,0.855,0.9125000000000001,1.09117275,1.0175,0.18999999999999995,1.1325
0.334304625,0.38,0.29374999999999996,0.29,0.39749999999999996,0.73625,1.0525,1.3425,1.3875,1.455,0.36,1.065,1.9075000000000002,2.1775,1.4675000000000002,1.495,1.045,-0.029743999999999993,0.32500000000000007,2.59,2.9433333333333334
0.47249999285,0.59,-0.19249999999999998,0.04999999999999996,1.27,0.9875,0.845,1.7574999999999998,1.9475,1.1700000000000002,1.8875000000000002,2.2849999999999997,1.1375000000000002,1.9875,2.755,2.1225,2.1750000000000003,2.2175,2.065,2.1325,2.3966666666666665
,,,,,,,,,,0.28500000000000003,0.26,0.38,0.4466666666666667,0.4975,0.5525,0.615,0.5675,0.89,0.9425,0.8633333333333333
,,,,,0.07416666666,0.24416666669250003,0.34500000000000003,0.42750000000000005,-1.08,0.025,0.1575,0.1875,0.2425,0.24,0.36750000000000005,0.41250000000000003,0.425,0.5175000000000001,0.7825,0.64
,,,,,,-24.0,0.5425,0.4375,-4.35,0.08333333333333333,0.26749999999999996,0.49249999999999994,0.6125,0.7725,1.3625,0.7300000000000001,0.6958727499999999,0.2275,1.3,2.09
,,,,,,,,,,,,,,0.07,0.26,1.1099999999999999,0.23500000000000001,0.2575,0.33999999999999997,0.5166666666666666
0.42,0.405,0.39499999999999996,0.4325,0.3975,0.5775,0.705,0.7150000000000001,0.7575000000000001,0.7424999999999999,0.5700000000000001,0.625,0.605,0.4175,0.34750000000000003,0.39250000000000007,0.5650000000000001,0.94,0.8999999999999999,1.115,1.2366666666666666
-0.012500001588999998,0.049999999815,0.1449999998875,0.06500000089499999,-0.007500000375000003,0.0675000002425,0.0424999995525,0.12999999955250002,0.2725,-1.855,-0.14500000000000002,0.125,0.0675,0.40499999999999997,0.1475,0.14,0.21750000000000003,0.17750000000000002,0.1875,0.315,0.4000000000000001
,,,,,,,,,,,,,0.22946235059999998,0.21999999999999997,0.36000000000000004,0.5925,0.65,0.845,1.065,1.26
,,,,,,0.4175000004475,0.625,0.6799999999999999,0.44,0.84,0.595,0.9725,0.5924999999999999,1.7425000000000002,1.0,0.4800000000000001,1.55,1.5274999999999999,2.235,2.1500000000000004
-0.014166666541750002,-0.008125000096749999,-0.0006249998315000001,-0.039687500572000003,0.0041562499440000004,0.012499999921,0.0225,0.025,0.07250000000000001,-0.4675,0.21,0.24,0.36375,0.42125,0.43624999999999997,0.5825,0.505,0.6425000000000001,0.9425,1.415,2.2666666666666666
-0.0012499999755000001,0.0965625,-0.038125,0.042187499999999996,0.0378125,0.056249999999999994,0.07135009375000001,0.08812500000000001,0.09624999999999999,0.146875,0.14937499999999998,0.180625,0.2275,0.29250000000000004,0.29,0.38499999999999995,0.3925,0.47,0.6525000000000001,0.475,0.38999999999999996
,,,,,,-0.20400000000000001,0.03,0.3355,0.6225,0.37699999999999995,0.248,1.112,1.4475000000000002,1.2389999999999999,1.328,0.74,-0.29938225,0.3825,0.31,0.6566666666666667
,,,,,,,,,,,,,,0.265,0.38910736465000006,0.38749999999999996,0.49500000000000005,0.8175,0.885,0.9466666666666667
0.0364583333325,0.03625,0.0508333333325,0.0699999999975,0.08333333334250001,0.08979166667499999,0.12062500000000001,0.13437500000000002,0.160625,0.18062499999999998,0.21625,0.238125,0.27125,0.31125,0.355,0.38375000000000004,0.39125,0.44375,0.7424999999999999,0.5800000000000001,0.6366666666666667
0.085,0.11083333313333332,0.123750000675,0.14374999895,0.16124999925,0.20249999999999999,0.29875,0.38999999999999996,0.475,0.53,0.5375000000000001,0.5875,0.6575,0.9175,0.6625,0.7625000000000001,0.8775,0.8975,0.8975,1.1975,1.16
,,,,,,,,,,30.387208040175,-0.580623755825,-0.931762884425,-0.8488166335999999,-0.46449900472500005,-0.4700287547,-0.7216323820249999,4.26573324475,10.241596499999998,1.33,1.4366666666666668
0.7633333332500001,0.47000000000000003,0.556666666675,-0.23916666667499997,0.39867216665,0.885000000075,1.05583333325,0.865,0.9816666666750001,0.26,1.185,1.23,1.1625,1.42,1.3175,1.9825,2.045,1.8275000000000001,2.215,2.7075,3.6466666666666665
0.353741496625,0.16326530611249995,0.27210884352500003,0.33560090704999995,0.52866258505,0.813492063475,0.84773809525,1.34,1.25,0.655,0.6625000000000001,0.5800000000000001,0.255,0.6499999999999999,0.7925,0.8050000000000002,0.9650000000000001,0.8975,1.5925,0.44000000000000006,2.8000000000000003
0.19624999999999998,0.2275,0.2525,0.29125,0.325,0.30625,0.31750000000000006,0.3225,0.41874999999999996,0.47624999999999995,0.56625,0.5575,0.6224999999999999,0.80875,0.6024999999999999,0.595,0.3825,0.685685,0.5725,0.6875,0.6666666666666666
0.2625,0.4175,0.34,0.35,0.565,0.65,1.525,0.7374999999999999,0.8250000000000001,0.8250000000000001,0.96009025,1.07,1.0150000000000001,1.035,1.0906205,1.0750000000000002,1.1124999999999998,1.2525,1.3599999999999999,1.5949999999999998,1.6099999999999999
1.0475,1.0925,0.9824999999999999,0.8975,0.9475,1.10250000725,1.2925,1.395,1.1225,0.3275,-0.195,0.20500000000000002,0.5275000000000001,0.67,0.7300000000000001,0.8175,0.73,0.682133,1.06,1.83,2.0233333333333334
0.11250000179249998,0.18250000111249998,0.054166661892499995,-0.0216666671125,0.12000000039924999,0.036666666609,0.034166666665,0.10250000000000001,0.10500000000000001,0.10625,0.15750000000000003,0.16249999999999998,0.18875,0.28875,0.325,0.40375000000000005,0.40875,0.450895125,1.2,0.6375,0.7266666666666666
,,0.13,0.1615,0.1865,0.32699999999999996,0.44649999999999995,0.587,0.751,0.636,0.6219999999999999,0.7185,1.3635,0.6765,0.735,0.8425,0.9275,1.135,2.9975,1.435,1.5366666666666668
,,,,,,0.16,0.32,0.54,0.595,0.9975,1.4324999999999999,1.7225,2.205,2.6450000000000005,3.5875,3.825,0.20500000000000002,1.545,1.585,3.3366666666666664
0.2599999994,0.01312500402499997,-0.1793750066625,0.1325,0.078125,0.4591666690666667,0.776250002975,0.9400000155749999,0.9312500082499999,0.9674999941500001,0.54,1.3250000000000002,2.3949999999999996,2.1725000000000003,1.985,2.26,1.96,2.063662,1.4874999999999998,3.31,4.166666666666667
0.5525000058225,0.10750000952500005,-1.0095499973,-1.055,-0.07250000000000002,0.1599999985,-0.0875,-0.10249999999999998,-0.255,0.315,0.24,0.3525,0.41250000000000003,0.36500000000000005,0.4275,0.4420195,0.475,0.4975,0.41,0.5825,0.6033333333333334
,,,0.050833333385,0.05812500051,0.0675,0.08187500015,-0.06312499999999999,0.10562500000000001,0.120625,0.12125,0.121875,0.139375,0.0018749999999999965,0.18937500000000002,0.2899520625,0.3725,0.4075,0.6000000000000001,0.595,0.8966666666666666
1.318500015825,0.39500000857500006,0.84500002115,-3.2774999947750003,0.3975,-0.7324999999999999,0.20500000000000002,0.345,0.315,0.32999999999999996,0.2525,0.2675,0.7949999999999999,0.24,0.18,0.355,-0.40249999999999997,0.25,1.04,0.185,0.36333333333333334
0.39,0.595,0.7625,1.02,1.2625,1.6425,1.7674999999999998,1.975,0.99,-0.012500000000000067,0.15249999999999997,1.5175,1.7137900000000001,1.5875,1.7525,1.9274999999999998,1.7875,1.7349999999999999,0.8775,2.97,2.9466666666666668
