q1_eps_fc,q2_eps_fc,q3_eps_fc,q4_eps_fc
0.49049999999999994,0.4892,0.5268,0.6174666666666667
-0.18742857142857147,0.8120714285714287,0.6668666666666667,0.06433333333333345
1.2709473684210526,1.2134999999999998,1.0828333333333333,0.6507368421052631
1.1604761904761907,0.8200476190476192,0.7013809523809523,0.8106666666666668
1.2074285714285715,1.3405714285714285,1.3615714285714284,1.368857142857143
0.7517857142857142,0.9721428571428572,0.7882666666666666,0.7911333333333332
-0.019105263157894764,-0.025368421052631554,0.014157894736842125,0.04878947368421053
0.5656190476190476,0.6566666666666666,0.6782380952380952,0.8183809523809524
0.8388333333333334,0.7671111111111112,0.8744736842105264,0.788684210526316
0.44985714285714284,0.482,0.5056666666666667,0.5683809523809524
0.5854285714285715,0.6128666666666668,0.6781333333333333,0.7187333333333333
0.4362500000000001,0.49123809523809525,0.4869523809523809,0.5180999999999999
0.5040952380952382,0.5842857142857143,0.8275238095238096,0.5245714285714287
1.9137777777777778,1.7757368421052633,2.1959473684210526,2.159315789473684
0.1837619047619047,0.20347619047619045,0.20057142857142857,0.22361904761904766
0.44157142857142845,0.6807619047619047,1.4115238095238094,0.25875
0.8111904761904762,0.6758095238095237,1.0521904761904761,0.4868571428571429
0.24390476190476199,0.222,0.27779999999999994,0.25623809523809526
0.5470952380952381,0.5511904761904762,0.5548095238095238,0.5302380952380952
1.8203999999999998,2.037866666666667,1.9676666666666667,2.2597333333333336
5.2758,7.402266666666667,4.5309333333333335,1.8696666666666661
-0.1411428571428571,-0.11964285714285715,-0.0785333333333333,0.1199333333333333
1.2411764705882353,1.29,0.9367058823529412,1.1236249999999999
0.39371428571428574,0.529,0.5578095238095239,0.4473333333333334
0.4936428571428571,0.4999285714285714,0.47673333333333334,0.5400666666666667
0.6197619047619047,0.6758571428571429,0.6869047619047619,0.6943809523809522
0.16215789473684208,0.24910526315789477,0.24736842105263154,0.23934999999999995
0.3295714285714285,1.0390000000000001,1.2227333333333334,0.5399999999999999
1.2344285714285714,0.8733333333333333,1.029238095238095,1.205904761904762
0.663,0.9601666666666665,0.9876666666666667,0.9081428571428571
0.6846428571428571,0.7250714285714286,0.7433571428571428,0.7202000000000001
0.2481904761904762,0.2825714285714286,0.30076190476190473,0.30547619047619046
,0.7,0.205,0.21
-0.10071428571428571,-0.10346666666666669,-0.05319999999999999,0.0050666666666666655
0.3356190476190476,0.353,0.3549047619047619,0.36895238095238103
1.6421904761904764,1.673285714285714,1.705142857142857,2.1017142857142854
1.37615,1.4491428571428573,1.457761904761905,1.3942857142857141
1.6892,1.632625,1.6871875,1.6361249999999998
0.582875,0.612,0.62375,0.623875
1.3755000000000002,1.5870666666666666,1.4079333333333333,2.083
1.0788,1.019,1.1621666666666668,1.2311666666666665
0.4398095238095238,0.4692380952380953,0.48247619047619056,0.5835238095238096
2.1454444444444443,1.9969999999999999,1.781,1.3104210526315787
0.9981428571428572,0.8912857142857143,0.7915238095238093,1.1509999999999998
0.1981,0.22038095238095234,0.19904761904761903,0.21219047619047618
1.0950952380952383,1.2402380952380954,1.237095238095238,1.0654
1.0741904761904761,1.08405,1.1714285714285715,1.238
0.31942857142857145,0.3461428571428572,0.36528571428571427,0.3731904761904762
1.14775,1.207125,1.19025,1.1402222222222225
0.6555714285714288,0.6550476190476192,0.6414761904761905,0.6804761904761906
0.318,0.3539999999999999,0.36466666666666664,0.29574999999999996
0.8092857142857142,1.2536190476190474,0.17085714285714287,0.012000000000000007
0.10561538461538464,0.1345714285714286,0.1557142857142857,0.6759999999999999
0.7530714285714285,0.8217857142857142,0.7957333333333333,0.7496666666666666
2.0824,2.0743,2.2507,2.366454545454545
0.7225238095238096,0.8627619047619047,0.8207619047619048,0.8261904761904763
0.37190909090909086,0.5951666666666666,0.8775833333333334,0.4648333333333334
0.887761904761905,0.9864761904761905,0.9273809523809523,0.9021428571428571
5.451714285714286,4.5438,6.157166666666666,9.442066666666667
1.1623809523809523,1.033095238095238,1.1791904761904763,1.3549047619047618
0.5023333333333333,0.5632857142857143,0.5486666666666669,0.46971428571428586
0.6139047619047618,0.6980476190476191,0.6984761904761906,0.7679047619047618
0.6385714285714287,0.6745238095238095,0.6757619047619048,0.6776666666666668
0.30076190476190473,0.35523809523809524,0.3366666666666667,1.3127619047619046
1.1007142857142858,1.2011904761904764,1.313761904761905,1.3203333333333336
0.4953809523809524,0.488047619047619,0.5047142857142857,0.5142857142857143
0.18071428571428574,0.2636,0.2311,0.16476190476190472
1.8361904761904764,1.8499523809523812,2.098095238095238,2.1145238095238095
0.5987619047619047,0.6160952380952381,0.5952857142857142,0.6010476190476189
4.711266666666666,7.996666666666668,16.122533333333333,7.839
-0.08650000000000001,-0.0765,0.07525,0.14600000000000002
2.5504499999999997,2.7145,2.8081500000000004,2.801047619047619
0.21385714285714288,0.3203809523809524,0.3326190476190476,0.25185714285714284
0.5305714285714287,0.5103333333333333,0.5163333333333333,0.48014285714285715
0.26358333333333334,0.28975,0.5193076923076922,1.1313571428571427
1.3094285714285714,1.4508571428571426,1.556285714285714,1.4607142857142856
0.19407142857142853,0.20600000000000002,0.19793333333333332,0.21306666666666668
0.43933333333333346,0.484,0.4272857142857143,0.4588571428571428
0.5252307692307692,0.5521428571428572,0.5686,0.6936666666666668
3.404571428571429,3.6711904761904774,3.3434761904761903,2.343571428571429
0.33447619047619054,0.4847619047619049,0.419095238095238,0.4142857142857143
0.7296666666666666,0.804952380952381,0.9261904761904761,0.8108095238095239
0.9333333333333333,1.2303333333333333,1.1385238095238095,1.154095238095238
1.8938666666666666,2.030266666666667,1.7296666666666667,1.8228125000000002
0.6422222222222221,0.6102,0.6386,0.6733
0.2111333333333333,0.353,0.3778125,0.6235625
0.5902857142857142,0.6475,0.6627857142857143,0.7408666666666668
0.08833333333333333,0.07383333333333335,0.11833333333333333,0.14866666666666664
0.23266666666666663,0.32657142857142857,1.4293809523809524,0.34900000000000003
0.17347619047619048,0.19290476190476186,0.18557142857142855,0.23547619047619048
0.7306666666666667,0.9886666666666666,0.9695714285714284,0.885
1.0905333333333334,1.2954666666666668,1.2271333333333334,1.0498
0.7805333333333333,0.8482,0.8930000000000002,0.9316666666666666
0.21919047619047619,0.23814285714285716,0.25266666666666665,0.2713809523809524
0.4200625,0.7355625,0.37037499999999995,0.5174666666666667
0.5766,0.6399999999999999,0.6175,0.6445
0.2527142857142857,0.2199047619047619,0.2498571428571429,0.23380952380952377
0.4810952380952381,0.5449047619047618,0.5546666666666666,0.5376190476190477
0.13533333333333333,0.5663,0.4793,0.5877000000000001
1.6552857142857142,1.6854,1.7104000000000001,1.5076666666666663
0.5558095238095239,0.3814761904761904,0.517095238095238,0.6220476190476191
0.46595238095238095,0.5027142857142857,0.5117142857142858,0.5226666666666666
0.8459999999999999,0.6791428571428572,0.8692857142857142,1.0905714285714285
0.8574761904761905,0.9021904761904761,0.8742380952380954,0.9215238095238097
0.26566666666666666,0.2934666666666666,0.29319999999999996,0.3026
0.8395882352941176,0.8628235294117648,0.829058823529412,0.7771666666666668
