1999_eps_fc,2000_eps_fc,2001_eps_fc,2002_eps_fc,2003_eps_fc,2004_eps_fc,2005_eps_fc,2006_eps_fc,2007_eps_fc,2008_eps_fc,2009_eps_fc,2010_eps_fc,2011_eps_fc,2012_eps_fc,2013_eps_fc,2014_eps_fc,2015_eps_fc,2016_eps_fc,2017_eps_fc,2018_eps_fc,2019_eps_fc
0.09225,0.13,0.1,0.06974999999999999,0.13775,0.17524999999999996,0.22325,0.25425,0.3205,0.373,0.30574999999999997,0.36625,0.3735,0.4375,0.486,0.49224999999999997,0.5322500000000001,0.5630000000000001,0.5842499999999999,0.63225,0.758
0.058750000000000004,0.04275,0.06625,0.08524999999999999,0.08050000000000002,0.08200000000000002,0.12075,0.17624999999999996,0.20275,0.28900000000000003,0.21725,0.31625000000000003,0.41424999999999995,0.4175,0.4325,0.46475,0.48,0.4385,0.52525,0.8662500000000001,1.0122499999999999
0.22975,0.28550000000000003,0.3255,0.33799999999999997,0.36124999999999996,0.3915,0.43674999999999997,0.49025,0.526,0.54275,0.47700000000000004,0.36125,0.38849999999999996,0.517,0.63175,0.69,0.788,0.9670000000000001,1.10325,1.3802499999999998,1.786
0.41200000000000003,0.40900000000000003,0.37975,0.497,0.5690000000000001,0.576,0.6065,0.5994999999999999,0.7322500000000001,0.7989999999999999,0.821,0.82125,0.581,0.61425,0.641,0.625,0.6297499999999999,0.597,0.44125,0.25975,0.308
0.0055,0.00875,0.01175,0.016,0.02525,0.04050000000000001,0.0625,0.09575,0.14325000000000002,0.18699999999999997,0.21275,0.2955,0.36725,0.45375,0.54,0.62375,0.7404999999999999,0.82575,0.9157500000000001,1.08925,1.11175
,,,,,,,,,,,,,,,,,,,,0.21050000000000002
0.16225,0.14,0.18024999999999997,0.10600000000000001,0.1635,0.20575000000000002,0.25925,0.321,0.37849999999999995,0.38575000000000004,0.40374999999999994,0.48050000000000004,0.5742499999999999,0.6479999999999999,0.731,0.73725,0.8747499999999999,1.1887500000000002,1.15,1.2775,1.35725
0.18775,0.22375,0.195,0.21275,0.25,0.25749999999999995,0.33824999999999994,0.3715,0.47624999999999995,0.6095,0.651,0.6735,0.6963333333333334,0.8420000000000001,0.97125,1.1195000000000002,1.274,1.425,1.4452500000000001,1.7005,1.6635
0.43525,0.89625,0.8327500000000001,0.5780000000000001,0.8009999999999999,1.2617500000000001,1.7275,1.8980000000000001,2.09675,2.621,1.2249999999999999,2.238,3.2345000000000006,3.10025,2.8287500000000003,2.3285,0.7945,0.2895,0.985,1.8697500000000002,1.52325
,,,,,,,,0.1625,0.42349999999999993,0.289,0.60225,0.98575,1.0434999999999999,0.94075,0.9232500000000001,0.1815,0.039999999999999994,0.35924999999999996,0.97425,0.7345
0.368,0.40475000000000005,0.51425,0.5965,0.5497500000000001,0.59975,0.5167499999999999,0.5955,0.66125,0.74575,0.754,0.835,0.767,0.78125,0.8302499999999999,0.84125,0.9069999999999999,0.9349999999999999,0.88325,0.96775,1.0437500000000002
,,,,,,,,0.29033333333333333,-0.18425000000000002,-0.39425,0.40499999999999997,0.31375,0.45849999999999996,0.7457500000000001,0.8162499999999999,1.139,1.2959999999999998,1.1989999999999998,1.3659999999999999,1.7072500000000002
,,,,,,,,,,,,,,,,,2.85,2.4535,2.9764999999999997,1.0302499999999999
0.1285,0.22174999999999997,0.0875,0.0935,0.2805,0.59375,0.716,0.76,0.85375,1.2217500000000001,0.60575,0.867,1.55075,1.99275,2.05,1.9482499999999998,1.1425,0.878,1.3942500000000002,2.45925,2.584
,,,,,,,,0.3666666666666667,0.3085,-0.0905,0.23575000000000002,0.80725,1.0255,1.16775,1.2975,1.30275,1.3812499999999999,1.49,1.9402500000000003,2.16275
,,,,,,,,,,,0.3375,0.416,0.56675,0.6855,0.79125,0.8827499999999999,0.9715,1.09425,1.12575,1.5105
0.06466666666666666,0.13525,0.21875,0.38,0.501,0.601,0.67175,0.736,0.72925,0.77375,0.9194999999999999,0.9887499999999999,1.07075,1.1025,1.0185,1.0145,1.179,1.2655,1.3245,1.58375,1.59075
0.15400000000000003,0.19849999999999998,0.26425,0.31575000000000003,0.45424999999999993,0.63775,1.0390000000000001,0.969,0.23025,-0.617,-0.306,0.09000000000000001,0.027249999999999996,0.14225000000000002,0.26925,0.40175,0.46375,0.5765,0.6585,0.9552500000000002,0.9869999999999999
0.11249999999999999,0.13475,0.14375000000000002,0.16825,0.20124999999999998,0.27449999999999997,0.34199999999999997,0.39225,0.47500000000000003,0.5155000000000001,0.43025,0.5485,0.6815,0.78825,0.853,0.93475,1.06825,1.0230000000000001,0.98075,1.09275,1.16525
0.17024999999999998,0.19175,0.17000000000000004,0.1245,0.14425000000000002,0.217,0.29975,0.36324999999999996,0.44733333333333336,,,,,,0.75,1.17,,1.4024999999999999,1.3975,1.6489999999999998,1.4535
,,,,,,0.04666666666666667,,0.04533333333333334,0.09,0.1505,0.2165,0.29150000000000004,0.33975,0.39799999999999996,0.43125,0.4375,0.48875,0.5429999999999999,0.67075,0.9199999999999999
,,,,,,0.037500000000000006,,0.04533333333333334,0.09,0.1505,0.2165,0.29150000000000004,0.33975,0.39799999999999996,0.43125,0.4375,0.48875,0.5429999999999999,0.67075,0.9199999999999999
,,,,,,0.494,0.37025,0.44925000000000004,0.55,0.489,0.49624999999999997,0.7012499999999999,0.6087500000000001,0.47500000000000003,0.44175,0.43000000000000005,0.67075,0.65525,0.68725,0.62075
,,,,,0.29,0.35250000000000004,0.27999999999999997,0.161,0.41150000000000003,0.14875,0.20575,0.2675,0.316,0.31925000000000003,0.2345,0.28625,0.292,0.3525,0.36699999999999994,0.39949999999999997
,,,,,0.12625,0.135,0.13374999999999998,0.15250000000000002,0.17325,0.199,0.26825,0.37649999999999995,0.49150000000000005,0.609,0.6975,0.7717499999999999,0.742,0.909,1.16975,1.3704999999999998
0.422,0.61325,0.27174999999999994,0.30774999999999997,0.33025,0.48625,0.583,0.722,0.813,0.885,0.47524999999999995,0.7535,1.048,1.12675,1.284,1.1375,0.8767499999999999,0.8002500000000001,0.9457500000000001,1.2217500000000001,1.39725
,,,,,,,,,,,,,,,,,,,,0.81975
,,,,,,0.2375,0.43975,0.19925,0.23374999999999999,-0.03674999999999999,-0.02875,-0.052500000000000005,-0.0645,-0.06625,-0.02675,0.027750000000000004,0.061,0.08399999999999999,0.10325,0.11625
0.1445,0.197,0.25175000000000003,0.309,0.3255,0.362,0.42325,0.51425,0.597,0.698,0.6135,0.7215,0.8382499999999999,0.897,0.797,0.6795,0.5900000000000001,0.81975,0.9695,1.17075,1.4045
0.78125,0.83075,0.80275,0.89725,0.7987500000000001,0.78125,1.0355,0.6205,0.72325,0.74775,0.65775,0.90425,0.877,0.94975,1.00225,1.08075,1.14625,1.221,1.32575,1.4297499999999999,1.57275
1.329,1.47875,1.745,1.4262499999999998,0.87525,0.90225,1.2354999999999998,1.365,0.8577499999999999,0.93125,0.9025,0.94225,1.001,1.03675,1.10625,1.127,1.1384999999999998,1.1324999999999998,1.129,1.143,1.1965000000000001
0.0655,0.02375,0.08224999999999999,0.14024999999999999,0.1875,0.25825,0.2665,0.30425,0.39599999999999996,0.4265,0.4912500000000001,0.54525,0.63175,0.75975,0.9412499999999999,0.884,0.9357499999999999,0.9182499999999999,0.89525,0.914,1.23625
0.12000000000000001,0.599,0.59,0.36150000000000004,0.8465,1.02,1.6260000000000001,1.6215000000000002,1.512,2.415,0.75275,1.39725,1.4432500000000001,0.92225,0.94325,1.2355,0.4765,-0.13949999999999999,0.43325,0.3175,0.26325
,,,,,,,,,,,,,,,,0.56,0.6325000000000001,0.7223333333333334,1.72425,1.95075
0.1,0.10849999999999999,-0.012500000000000008,0.07475,0.24650000000000002,0.41275,0.41325,0.26175000000000004,0.09499999999999999,0.19824999999999998,0.014249999999999999,0.07824999999999999,0.09075,0.16125,0.20550000000000002,0.214,0.41925,0.6777500000000001,0.864,1.0437500000000002,0.8862500000000001
0.00175,0.01025,0.025750000000000002,0.048,0.09,0.14475000000000002,0.19474999999999998,0.24625,0.3395,0.4025,0.36474999999999996,0.4085,0.49424999999999997,0.57775,0.6719999999999999,0.7270000000000001,0.5834999999999999,0.4605,0.497,0.56775,0.66225
0.16025,0.18275000000000002,0.17033333333333334,0.2195,0.253,0.29075,0.33,0.35650000000000004,0.4115,0.46125,0.49175,0.5535,0.63025,0.7397500000000001,0.8767499999999999,1.04175,1.10425,1.09775,1.17075,1.3105,1.46025
0.7805,0.7775000000000001,0.81875,0.7972499999999999,0.7334999999999999,0.6335,0.6972500000000001,0.74,0.7417499999999999,0.79625,0.795,0.80875,0.89525,0.9345,1.056,0.8945,0.958,1.0067499999999998,1.02375,1.014,1.08325
0.38525,0.41725,0.311,0.34425,0.36275,0.39975,0.44475,0.496,0.55525,0.599,0.5545,0.574,0.6225,0.7149999999999999,0.8897499999999999,0.95175,1.0845,1.3102500000000001,1.4537499999999999,1.41325,1.374
0.49449999999999994,0.44,0.43224999999999997,0.36575,0.487,0.46849999999999997,0.5722499999999999,0.73975,0.7947500000000001,0.9630000000000001,0.6507499999999999,0.798,0.7062499999999999,0.7077500000000001,0.8124999999999999,0.9545,0.8459999999999999,1.02325,1.01375,0.9995,1.13975
,,,,,,0.229,0.23374999999999999,0.24225,0.28350000000000003,0.157,0.27,0.38,0.5249999999999999,0.5892499999999999,0.7232500000000002,0.6125,0.7025,0.78225,1.0105,1.15075
0.1875,0.42124999999999996,0.1685,0.14175000000000001,0.09375,0.274,0.648,0.596,0.5855,0.5805,0.37675000000000003,0.8167499999999999,1.054,1.26175,1.52125,1.68825,1.7040000000000002,1.60525,1.6895,2.04725,1.8367499999999999
0.37725,0.41175,0.37625000000000003,0.32075000000000004,0.3145,0.3475,0.43175,0.5235000000000001,0.6427499999999999,0.75325,0.5684999999999999,0.6067499999999999,0.81425,0.8380000000000001,0.87275,0.9415,0.82125,0.718,0.62725,0.757,0.8792500000000001
0.02625,0.1715,0.18525,0.043,0.20775,0.27075,0.6032500000000001,0.57025,0.504,0.915,0.33125,0.154,0.37575,0.5694999999999999,0.86575,1.21275,-0.12625,-0.447,0.2275,1.2814999999999999,1.15575
,,,,,,0.028000000000000004,0.217,-0.10025,0.0925,0.2725,0.28725,0.44999999999999996,0.56725,0.7170000000000001,0.8335,1.0715,0.5995,1.06325,1.0585,1.5767499999999999
,,,,,,0.086,0.12375,0.04975,0.02975,0.004,0.12,0.11925,0.30474999999999997,0.0825,0.36075,0.40175,0.34475,0.31499999999999995,0.31399999999999995,0.34525
,,,,,,0.26333333333333336,0.2835,0.368,0.4365,0.42000000000000004,0.5425,0.5894999999999999,0.5922499999999999,0.6194999999999999,0.6725,0.68625,0.7454999999999999,0.77275,0.81475,0.85375
,,,,,,0.32,0.4916666666666667,0.36125,0.625,0.47550000000000003,0.31025,0.2915,0.42399999999999993,0.594,0.57975,0.601,0.89925,1.0165,1.1145,1.3094999999999999
-1.2995,-0.41925,0.158,1.0732499999999998,1.42375,2.01275,2.5645,3.5479999999999996,-4.69425,-1.95225,-2.03175,-0.08725,0.167,-0.05174999999999999,0.14975,0.23450000000000001,0.27649999999999997,0.37975,0.497,0.88225,0.96475
0.37849999999999995,0.39575000000000005,0.194,0.2625,0.3175,0.50775,0.65525,0.768,0.7892500000000001,0.81875,0.2585,0.6345000000000001,0.988,1.0005,1.0197500000000002,1.139,1.0455,1.0415,1.13175,1.3135,1.42325
0.4992500000000001,0.649,0.7275,0.892,1.0314999999999999,0.9642499999999999,1.058,1.15825,1.4037499999999998,1.6317499999999998,1.6525,1.6975,1.7507500000000003,1.46725,1.2827499999999998,1.47075,1.4775,1.0970000000000002,1.2205000000000001,1.5050000000000001,1.3135000000000001
,,,,,,,,,,,,,,,,,,0.5900000000000001,0.623,0.7132499999999999
,0.05175,0.061750000000000006,0.08174999999999999,0.09575,0.1015,0.11775,0.1275,0.1305,0.15400000000000003,0.1865,0.22574999999999998,0.239,0.307,0.3775,0.3935,0.53525,0.68825,0.86875,1.1075,1.3137500000000002
0.348,0.41225000000000006,0.50225,0.60725,0.59875,0.7057500000000001,0.78575,0.8342499999999999,1.0622500000000001,1.0305,0.979,0.96075,0.9964999999999999,0.69875,0.6042500000000001,0.59675,0.57475,0.6174999999999999,0.64925,0.7464999999999999,0.7829999999999999
0.066,0.08925,0.106,0.125,0.13775,0.17,0.21175,0.26825,0.312,0.33975,0.281,0.3775,0.4455,0.42125,0.4425,0.46599999999999997,0.55725,0.59425,0.5984999999999999,0.768,0.8744999999999999
,,,,,,0.5706666666666667,0.47825000000000006,0.61425,0.6205,0.5882499999999999,0.7925,0.873,0.69225,0.8117500000000001,0.9172499999999999,0.9787499999999999,1.12975,1.18675,1.14225,1.5485
,,,,,0.20950000000000002,0.1915,,0.151,0.15875,0.07475000000000001,0.0685,0.1195,0.19299999999999998,0.2776666666666667,0.37450000000000006,0.40025000000000005,0.5615000000000001,0.661,0.742,0.757
0.9037499999999999,0.86925,-0.14200000000000002,0.062,0.14125,0.33924999999999994,0.15625000000000003,-0.29,-0.41675,-0.6732499999999999,-0.4115,0.39475,0.4485,0.29724999999999996,0.34700000000000003,0.27075,0.40175000000000005,0.39475000000000005,0.373,0.32275,0.25125000000000003
,,,,,,,,,,,,,0.107,0.29625,0.60425,0.381,0.24,1.0692499999999998,1.6012499999999998,1.648
0.026750000000000003,0.033,0.029,0.02975,0.03475,0.05025,0.0675,0.08375,0.09625,0.11699999999999999,0.082,0.10875,0.14950000000000002,0.17925,0.193,0.21075,0.22075,0.22200000000000003,0.241,0.32,0.347
,,,,,,,,,,,,,0.12533333333333332,0.1795,0.36250000000000004,0.518,0.9342500000000001,1.57275,2.0060000000000002,2.3167500000000003
,,,,,,,,,,,,0.185,0.19749999999999998,0.33649999999999997,0.48025,0.52175,0.63375,0.73825,0.897,0.89075
0.067,0.03950000000000001,0.05825,0.08474999999999999,0.1585,0.067,0.51325,0.7424999999999999,1.127,0.624,0.489,1.05,1.05575,0.76825,0.64625,0.47675,-0.06,0.089,0.28700000000000003,0.39675,0.0115
0.482,0.5605,0.5237499999999999,0.5155000000000001,0.6735,0.865,1.1927500000000002,1.4072500000000003,1.63825,1.43725,0.9442499999999999,0.93275,1.26225,1.5590000000000002,1.53475,1.7392500000000002,2.19325,2.64375,3.0504999999999995,3.6765,3.91775
0.60375,0.64725,0.7212500000000001,0.63425,0.565,0.6597500000000001,0.7260000000000001,0.9255,1.01975,1.05925,0.8887500000000002,0.86075,0.8605,0.824,0.7097499999999999,0.62225,0.61025,0.6175,0.714,0.59725,0.6225
-0.05,0.07300000000000001,-0.10775,-0.028999999999999998,0.01075,0.073,0.15225,0.25025,0.32299999999999995,0.34375,0.3905,0.58375,0.8925,1.0972499999999998,1.12025,1.318,1.58175,1.7389999999999999,2.03525,2.335,2.5425
,,0.3223333333333333,0.34424999999999994,0.371,0.425,0.4475,0.474,0.60225,0.43699999999999994,0.38275000000000003,0.48975,0.5615,0.6040000000000001,0.6992499999999999,0.771,0.7985,0.93225,1.052,1.28675,1.5262499999999999
0.0445,0.05424999999999999,0.06625,0.08475,0.0995,0.11775,0.13625,0.15525,0.17624999999999996,0.20299999999999999,0.22425,0.2505,0.28350000000000003,0.31775000000000003,0.36975,0.41225,0.473,0.5495,0.6395,0.77325,0.942
0.399,0.46825000000000006,0.58825,0.69025,0.7570000000000001,0.6559999999999999,0.7075,0.57225,0.5734999999999999,0.17625,-0.2565,0.06825,0.30125,0.378,0.4115,0.4235,0.391,0.38975000000000004,0.43725,0.58475,0.6755
0.02725,0.009000000000000001,0.034749999999999996,0.06825,0.0785,0.11,0.13475,0.15575,0.20750000000000002,0.29925,0.347,0.37875000000000003,0.38175,0.37175,0.3545,0.367,0.39749999999999996,0.40975,0.454,0.51625,0.5574999999999999
0.08475,0.10675000000000001,0.1155,0.1235,0.0975,0.10624999999999998,0.15,0.19949999999999998,0.29675,0.50425,0.6512500000000001,0.6005,0.6335,0.7010000000000001,0.834,0.946,0.8005,0.5725,0.368,0.402,0.513
,,,,,,,,,,,0.37200000000000005,0.47275,0.67775,0.9580000000000001,1.2550000000000001,1.5180000000000002,1.69,2.0774999999999997,2.56975,2.88725
0.36025,0.41250000000000003,0.24525000000000002,0.16050000000000003,0.11524999999999999,0.17425000000000002,0.24175,0.32175,0.3845,0.5315,0.5242499999999999,0.5855,0.7135,0.855,0.9422499999999999,0.9804999999999999,0.6074999999999999,0.6715,0.6797500000000001,1.4329999999999998,1.4045
,,,,,,,,,,,,,,,,,,,,0.6100000000000001
,,,,,,,,,,,,,,,,,,,,0.6285000000000001
,,,,,,,,,,,0.41,0.54175,0.6047499999999999,0.6795,0.663,0.74625,0.9197500000000001,1.12275,1.1632500000000001,1.242
,,,,,,0.4425,0.507,0.50725,0.51575,0.453,0.53225,0.56325,0.5387500000000001,0.58725,0.62825,0.6585,0.7789999999999999,0.75725,0.77625,0.785
,,,,,,0.09025000000000001,0.17525,0.263,0.345,0.32999999999999996,0.341,0.43,0.51675,0.54225,0.6625,0.5936666666666667,0.271,0.39874999999999994,0.38250000000000006,0.41525
,,,,,,,,,,0.034,0.04875,0.09175,0.1295,0.1105,0.109,0.115,0.147,0.21949999999999997,0.38475000000000004,0.5377500000000001
,,,,,,,,,,,,,,,,0.655,0.5985,0.6950000000000001,0.8390000000000001,0.8574999999999999
0.41874999999999996,0.4925,0.55625,0.6425000000000001,0.60025,0.716,0.8632500000000001,1.01125,1.22025,1.46075,1.50175,1.6555,1.77325,1.77325,1.6382500000000002,1.8634999999999997,2.126,2.3482499999999997,2.3895,2.6784999999999997,2.9035
0.26825,0.31599999999999995,0.35224999999999995,0.37424999999999997,0.386,0.393,0.44975,0.497,0.537,0.5,0.22675,0.2545,0.32525000000000004,0.373,0.39725000000000005,0.4075,0.33475,0.352,0.29975,0.17975000000000002,0.12725
-0.01375,-0.009000000000000001,-0.019000000000000003,0.005750000000000001,0.038250000000000006,0.049499999999999995,0.09425,0.13325,0.211,0.264,0.356,0.45725,0.50325,0.47424999999999995,0.496,1.7125,2.726,2.9025,2.05875,1.6385,1.6827500000000002
0.22325,0.24774999999999997,0.2715,0.21775,0.31875,0.35375,0.34625,0.35224999999999995,0.38475000000000004,0.4285,0.47600000000000003,0.52825,0.6195,0.637,0.62975,0.7270000000000001,0.70625,0.68425,0.7605,0.77125,0.7255
,,,,,,0.5095000000000001,0.55125,0.6,0.655,0.65725,0.6935000000000001,0.77525,0.8655,0.9415,1.01425,1.057,1.101,1.1832500000000001,1.5082499999999999,1.6604999999999999
,,,,,,0.183,0.251,0.33599999999999997,0.383,0.29675,0.48750000000000004,0.413,0.31025,0.28525,0.36,0.34325,0.35825,0.40874999999999995,0.43000000000000005,0.41925
,,,,,,,,,,,0.439,0.86325,0.6759999999999999,0.77775,0.6002500000000001,1.1052499999999998,1.28775,1.415,1.37125,0.9735
,,,,,,0.6933333333333334,1.13725,1.82175,2.36625,2.731,3.4775,4.38825,5.10625,5.4915,6.552,7.16,8.55725,10.63275,12.379999999999999,13.833
,,,,,,0.6933333333333334,1.13725,1.82175,2.36625,2.731,3.4775,4.38825,5.10625,5.4915,6.552,7.16,8.55725,10.63275,12.379999999999999,13.833
0.5265,0.54825,0.529,0.5315000000000001,0.52075,0.553,0.61375,0.6852499999999999,0.74675,0.7195,0.5700000000000001,0.69625,0.854,0.9964999999999999,1.076,1.145,1.15525,1.15425,1.1915000000000002,1.4242499999999998,1.4325
,,0.0475,0.0745,0.08675000000000001,0.1055,0.13575,0.17775000000000002,0.2135,0.237,0.25625,0.296,0.34375,0.40850000000000003,0.45825,0.50175,0.57925,0.71625,0.9602499999999999,1.25825,1.5032500000000002
0.21175,0.30274999999999996,0.24624999999999997,0.03675,0.11975000000000001,0.26275,0.2975,0.29774999999999996,0.2275,0.2685,0.318,0.39,0.45575000000000004,0.377,0.56825,0.673,0.681,0.59775,0.50325,0.48424999999999996,0.63575
,0.105,0.11725,0.14024999999999999,0.19374999999999998,0.2305,0.299,0.47875,0.8175,0.8925,0.646,0.6924999999999999,0.53025,0.603,0.568,0.6732499999999999,0.5695,0.5509999999999999,0.67025,0.75,0.9257499999999999
1.0935,1.4597499999999999,1.03975,0.9772500000000001,1.2335,1.8285,2.46675,4.066,5.21875,1.01275,3.6625000000000005,3.0225,1.7592500000000002,2.666,3.34925,3.5389999999999997,3.69625,3.5622499999999997,4.47975,5.031000000000001,5.090249999999999
0.50125,0.46699999999999997,0.536,0.607,0.618,0.7015,0.8789999999999999,1.0030000000000001,1.206,1.4215,1.2015,1.5967500000000001,2.0915,2.65925,2.84075,3.0425,2.8607500000000003,2.841,2.59875,3.6795,4.3740000000000006
0.0775,0.08975,0.16025,0.09999999999999999,0.10125,0.1835,0.339,0.5195,0.60775,0.6954999999999999,0.30075,0.454,0.8052499999999999,0.7185,0.7477499999999999,0.9557500000000001,0.29000000000000004,-0.048249999999999994,0.263,0.46175,0.29000000000000004
,,,,,,0.5175000000000001,0.30674999999999997,0.4245,0.49175,0.527,0.5894999999999999,0.726,0.669,0.7200000000000001,0.7737499999999999,0.79325,0.9119999999999999,1.14675,1.13675,0.8755
0.40125,0.354,0.2785,0.33,0.367,0.4225,0.44525000000000003,0.44975000000000004,0.16675,0.25025,-0.2,-0.002999999999999999,0.1425,0.1575,0.16575,0.182,0.20650000000000002,0.21075,0.24125,0.30175,0.32325
,,,,,,,,0.10750000000000001,0.12150000000000001,0.08925000000000001,0.122,0.1585,0.14175000000000001,0.21824999999999997,0.32525000000000004,0.40800000000000003,0.47075,0.483,0.42900000000000005,0.4375
,,,,,,,,,,,,0.6355,0.8284999999999999,0.8462500000000001,1.171,1.3507500000000001,1.5620000000000003,1.66575,2.17875,2.4987500000000002
,,,,,,0.255,0.12625,0.2685,0.2045,0.21275,0.27649999999999997,0.42425,0.46699999999999997,0.517,0.4932500000000001,0.48875,0.34725,0.18774999999999997,0.1485,0.11349999999999999
0.17250000000000001,0.23375,0.27749999999999997,0.31025,0.37050000000000005,0.44299999999999995,0.5332499999999999,0.649,0.7125,0.58875,0.37999999999999995,0.35025,0.47225,0.58175,0.7415,0.89575,1.1135,1.3205,1.5585,1.82,2.33025
0.13024999999999998,0.80275,0.842,0.47725000000000006,0.4385,0.652,0.9657500000000001,1.51675,1.44075,1.8805,0.297,1.1172499999999999,1.6025,1.32625,1.37725,0.86425,-1.1087500000000001,-1.346,-1.1505,-0.29325,-0.24900000000000003
,,,,,0.149,0.35075,0.45999999999999996,0.66025,0.28175,0.099,0.22849999999999998,1.4797500000000001,2.019,0.9950000000000002,0.73075,1.028,0.1665,0.51625,1.42075,1.046
0.91075,1.0354999999999999,0.738,1.12225,1.2805,1.393,1.78675,2.0995,2.407,1.2422499999999999,0.13149999999999995,0.7045,0.44699999999999995,0.618,0.81475,0.84,0.92675,0.92175,0.81325,0.9317500000000001,1.2269999999999999
,,,,,,,,,,,,0.891,0.76975,0.95,1.8144999999999998,2.1705,2.3237500000000004,2.7827500000000005,4.2355,3.64875
,,,,,,,,,,,,,,0.495,0.46675,0.59325,0.6495,0.432,0.6695,0.9395
0.20725,0.26325,0.33675,0.43350000000000005,0.559,0.71425,0.8195,0.9372499999999999,0.92575,0.72375,0.22075000000000003,0.31175,0.5772499999999999,0.68,0.8079999999999999,0.86775,0.9055,0.94525,0.8130000000000001,0.831,0.7954999999999999
0.010249999999999999,-0.055,,0.023000000000000003,0.01025,0.034,0.060750000000000005,0.11175000000000002,0.21525,0.27925,0.27125,0.28725,0.303,0.33999999999999997,0.36375,0.3375,0.391,0.464,0.48824999999999996,0.55,0.5995
0.67675,0.7112499999999999,0.5335,0.50125,0.39275,0.40349999999999997,0.5142500000000001,0.61825,0.7765,0.916,0.6905,0.63375,0.9604999999999999,1.08375,1.2022499999999998,1.3617500000000002,1.50325,1.62025,1.747,1.9500000000000002,1.992
0.10225,0.157,0.32700000000000007,0.14375,0.038250000000000006,0.0625,0.23500000000000001,0.5785,0.8320000000000001,1.0350000000000001,0.7777499999999999,0.59625,0.95375,1.192,1.331,1.5615,0.6329999999999999,-0.29824999999999996,-0.31475,0.011000000000000003,0.30875
,,,,,,,,,,,,,,,,0.506,0.46525,0.33375,0.33175,0.39125
0.39575,0.43425,0.17475000000000002,0.2085,0.28925,0.34324999999999994,0.371,0.50925,0.6982499999999999,0.871,0.9535,1.1145,1.18,0.98,0.845,0.91675,0.8965,0.38775,0.4055,0.48450000000000004,0.5385
,,,,,,1.7,0.45399999999999996,0.37,0.35550000000000004,0.347,0.35575,0.34975,0.3454999999999999,0.4515,0.5942500000000001,0.4285,0.51,0.45000000000000007,0.6917500000000001,0.4757500000000001
0.06275,0.0785,0.08175,0.081,0.08575,0.094,0.11225000000000002,0.12375,0.13175,0.124,0.14075000000000001,0.17074999999999999,0.20299999999999999,0.228,0.24775,0.28225,0.31475,0.38925,0.40575,0.44425000000000003,0.42975
0.09525,0.09875,0.1195,0.14925,0.18374999999999997,0.18975,0.22849999999999998,0.2625,0.31575000000000003,0.36075,0.38249999999999995,0.4225,0.49299999999999994,0.53925,0.6155,0.6599999999999999,0.7322500000000001,0.816,0.89075,1.01375,0.83825
0.43349999999999994,0.45575,0.3235,0.24124999999999996,0.15975,0.21275,0.28625,0.3665,0.2803333333333333,0.1665,-0.0825,-0.059750000000000004,0.0019999999999999983,0.030000000000000006,0.1005,0.17675,0.16199999999999998,0.24025000000000002,0.183,0.19075,0.264
0.2545,0.29100000000000004,0.33699999999999997,0.39,0.44175,0.50425,0.581,0.612,0.52725,0.46499999999999997,0.49250000000000005,0.583,0.699,0.7610000000000001,0.904,1.01125,1.0175,1.02675,1.12725,1.32975,1.371
0.1565,0.13475,0.17225000000000001,0.2935,0.34425,0.37499999999999994,0.49824999999999997,0.68075,1.11725,1.04175,1.5185000000000002,1.3155000000000001,1.796,1.7289999999999999,1.8377499999999998,1.8277500000000002,1.941,2.32325,2.76975,3.4395,4.09675
0.8852500000000001,1.076,1.08725,0.94475,1.0707499999999999,1.2385,1.2555,1.4747500000000002,1.7610000000000001,2.07825,2.38375,2.834,3.29025,3.7350000000000003,4.19475,4.142250000000001,3.676,3.2742499999999994,3.3852499999999996,3.4185,3.159
,,,,,,0.047,0.11050000000000001,0.16375,0.21575,0.2195,0.2705,0.34075,0.37125,0.394,0.4595,0.58275,0.686,0.728,0.8730000000000001,0.9402499999999999
0.05075,0.06225,0.068,0.07950000000000002,0.0965,0.1215,0.14025,0.15450000000000003,0.18924999999999997,0.22049999999999997,0.2255,0.27525,0.32675,0.38299999999999995,0.43025,0.45000000000000007,0.5082500000000001,0.54725,0.73125,0.98825,1.13325
0.20725,0.22149999999999997,0.143,0.183,0.20500000000000002,0.26425,0.3435,0.40325,0.48125,0.485,0.35075,0.46575,0.5935,0.665,0.7467499999999999,0.8545,0.87625,0.8967499999999999,1.03275,1.2822500000000001,1.416
0.44525,0.38,0.33525,0.48375,0.535,0.55,0.5825,0.55875,0.6657500000000001,0.6915,0.64175,0.81225,0.91275,0.9855000000000002,1.1015000000000001,1.2375,1.3170000000000002,1.3450000000000002,1.4224999999999999,1.49975,1.5185
,-0.095,-0.105,-0.14300000000000002,-0.11224999999999999,-0.0495,-0.02075,0.06575,0.07925,0.14925,0.195,0.2375,0.30774999999999997,0.372,0.40449999999999997,0.5740000000000001,0.77275,0.7875000000000001,0.8947499999999999,1.1875,1.3992500000000003
-0.12175,-0.1875,-0.23099999999999998,-0.33425,-0.3725,-0.391,-0.34225,-0.2505,-0.27225,-0.49075,-0.38974999999999993,-0.11500000000000002,-0.38275,-0.17025,-0.091,-0.013250000000000001,0.02466666666666666,0.23099999999999998,-0.06850000000000003,0.34099999999999997,0.5385
,,,,,,,,,,,,,,,0.35966666666666663,0.36325,0.424,0.5035000000000001,0.5419999999999999,0.61375
