1999_eps_fc,2000_eps_fc,2001_eps_fc,2002_eps_fc,2003_eps_fc,2004_eps_fc,2005_eps_fc,2006_eps_fc,2007_eps_fc,2008_eps_fc,2009_eps_fc,2010_eps_fc,2011_eps_fc,2012_eps_fc,2013_eps_fc,2014_eps_fc,2015_eps_fc,2016_eps_fc,2017_eps_fc,2018_eps_fc,2019_eps_fc
,,,,,,0.272,0.20875,0.153,-0.02950000000000001,0.16749999999999998,0.4145,0.47624999999999995,0.5855,0.66125,1.0162499999999999,1.58375,1.74925,1.6517499999999998,1.0865,1.5394999999999999
0.6910000000000001,0.66175,0.5525,0.653,0.8634999999999999,1.0155,1.12925,1.66975,1.66775,1.24275,1.10175,0.8220000000000001,0.038500000000000006,0.6815,1.2755,1.2200000000000002,1.266,1.03925,1.081,1.8565,2.2714999999999996
,,,,,,,,,,,,,,0.625,0.60475,0.67175,0.843,0.9102500000000001,1.1185,1.201
,,,,,,-0.29,-0.25425,-0.19424999999999998,0.011499999999999996,0.1295,0.20975,0.2895,0.4395,0.7282500000000001,1.1952500000000001,1.20325,1.1865,1.27225,1.7005,2.39175
0.09375,0.29474999999999996,0.128,0.037250000000000005,0.03225,0.1935,0.1515,0.2505,0.29375,0.17600000000000002,-0.04025,0.20375,0.30499999999999994,0.153,0.1335,0.26049999999999995,0.29225,0.4265,0.79075,1.0645,0.7284999999999999
,,,,,,,,,,,,,,,,,,,,0.37166666666666665
,,,,,,0.10733333333333334,0.22825,-0.57775,-0.48225,-0.36274999999999996,0.052,0.1,-0.040249999999999994,-0.05499999999999999,0.02025,-0.11074999999999999,-0.05525000000000001,0.0215,0.10649999999999998,0.154
0.067,0.07675,0.0785,0.09175000000000001,0.09625,0.11649999999999999,0.14550000000000002,0.182,0.224,0.26975,0.21125,0.277,0.386,0.45799999999999996,0.52275,0.594,0.636,0.5735000000000001,0.61925,0.782,1.0077500000000001
0.30824999999999997,0.51125,0.60875,0.71,0.7927500000000001,0.9824999999999999,1.1724999999999999,1.32675,1.6360000000000001,1.33725,1.05725,1.4605,1.6215,1.88075,2.343,2.786,3.09725,3.1602499999999996,3.57525,3.6035,3.421
0.23575,0.26275000000000004,0.28775,0.33175000000000004,0.45999999999999996,0.59675,0.742,0.931,1.03125,1.0557500000000002,1.1750000000000003,1.2275,1.27325,1.4693333333333332,1.76275,2.0435,2.29625,2.73,3.0650000000000004,3.3725,3.4795
,,,,,0.8624999999999999,0.6583333333333333,0.79375,0.95925,0.7005,0.6042500000000001,0.9907499999999999,1.31375,1.3452499999999998,1.68075,2.0155,2.31025,2.3194999999999997,2.21975,3.5415,4.00725
,,,,,,,,,,,,,0.41550000000000004,0.49725,0.5215000000000001,0.47,0.55,0.7275,0.787,0.91625
,,,,,,0.229,0.16325,0.30175,0.41625,0.596,0.851,0.6247500000000001,0.48625,0.66275,0.57075,1.26075,2.1862500000000002,2.73375,5.42825,7.403250000000001
,,,,,,,,,,,,,,,0.26666666666666666,0.49275,0.7082499999999999,1.103,1.77075,2.19225
0.050499999999999996,0.06025,0.0685,0.07475000000000001,0.08850000000000001,0.109,0.15025000000000002,0.179,0.269,0.379,0.40425,0.48825,0.609,0.6859999999999999,0.75425,0.7962499999999999,0.832,0.88175,0.9375,1.145,1.4060000000000001
,,0.41600000000000004,0.4885,0.64525,0.80725,0.9852499999999998,1.18275,1.39025,1.34925,1.2727500000000003,1.50925,1.62125,1.7865000000000002,1.7872499999999998,2.0875,2.2190000000000003,2.695,2.7765,3.726,4.787750000000001
0.5265,0.51,0.36375,0.47575,0.4815,0.515,0.48125000000000007,0.587,0.6485,0.67775,0.77525,0.7609999999999999,0.82575,1.0525,1.1885,1.34075,1.4755,1.62225,1.5877499999999998,1.95275,2.2687500000000003
0.0835,0.06333333333333334,0.0345,0.06325,0.0715,0.042,0.066,0.08725000000000001,0.11199999999999999,0.09275,0.09075,0.15475,0.132,0.1735,0.22175,0.2895,0.36575,0.438,0.5229999999999999,0.63425,0.583
0.1445,0.58125,0.603,0.4435,0.89025,1.24775,2.00275,1.9067500000000002,1.98575,3.0105,1.23225,2.2885000000000004,2.8319999999999994,2.53775,2.0452500000000002,1.34775,-0.43374999999999997,-0.27575,0.08399999999999999,0.34850000000000003,-0.03225
0.52275,0.5857500000000001,0.5665,0.58175,0.56375,0.6487499999999999,0.7565,0.873,1.0385,1.2393333333333334,0.97575,1.2300000000000002,1.424,1.3815,1.3692500000000003,1.4372500000000001,1.6055,1.84775,1.5330000000000001,1.79375,2.04475
0.035,0.07625000000000001,0.063,0.057249999999999995,0.07400000000000001,0.10975,0.14025,0.17675000000000002,0.23075,0.27825,0.21975,0.31825000000000003,0.37325,0.42574999999999996,0.47,0.5425,0.5952500000000001,0.65025,0.74775,0.8899999999999999,0.8972499999999999
,,,,,,,,,,,,0.718,0.86475,1.0214999999999999,1.2037499999999999,1.292,1.4800000000000002,1.4516666666666669,1.24025,1.10575
0.6932499999999999,0.7725,0.86775,0.9717499999999999,1.051,1.12375,1.1955,0.71,0.65375,0.90625,0.5245,0.37375,0.46625,0.36624999999999996,0.39249999999999996,0.43624999999999997,0.4095,0.36874999999999997,0.405,0.54,0.59275
,,,,,,,,,,,,,,,,,0.11,0.25225,0.307,0.4865
0.23049999999999998,0.27,0.34024999999999994,0.34450000000000003,0.36750000000000005,0.38,0.37225,0.46625,0.491,0.517,0.5067499999999999,0.56225,0.5957499999999999,0.6295000000000001,0.6370000000000001,0.68425,0.7395,0.8245,0.8672500000000001,0.926,1.0382500000000001
,,,,,,0.043333333333333335,0.022749999999999996,-0.005,0.14433333333333334,0.148,0.172,0.178,0.23850000000000002,0.2385,0.28125,0.29000000000000004,0.42475,0.48375,0.6205,0.48775
,,,,,,0.4485,0.86925,0.58775,0.422,0.46125,0.35475,0.48750000000000004,0.631,0.482,0.9620000000000001,1.119,1.26425,1.13125,1.0979999999999999,1.2129999999999999
,,,,,,,,,,0.24600000000000002,0.478,0.64275,0.6505000000000001,0.6635,1.077,2.11525,2.70175,3.8817500000000003,5.031750000000001,5.2225
0.60625,0.7004999999999999,0.63,0.6925,0.6677500000000001,0.7329999999999999,0.7595,0.91375,0.949,0.74575,0.457,0.6595,0.57025,0.479,0.6495,0.7490000000000001,0.7994999999999999,0.9512499999999999,1.1785,1.4689999999999999,1.60875
,,,,,,,,,0.38199999999999995,0.30674999999999997,0.347,0.44475000000000003,0.48250000000000004,0.5615,0.59975,0.644,0.69475,0.76625,0.8049999999999999,0.8967499999999999
0.448,0.512,0.3635,0.488,0.5655,0.671,0.7234999999999999,0.73975,0.8042499999999999,0.603,0.323,0.8025,0.9614999999999999,1.0622500000000001,1.2049999999999998,1.3564999999999998,1.28125,1.31275,1.4324999999999999,1.7742499999999999,2.0147500000000003
,,,,,,2.1,1.91425,2.1397500000000003,2.47925,2.8527500000000003,3.5112500000000004,4.6115,5.78325,6.924249999999999,7.694333333333333,8.741333333333332,9.926,11.13575,12.4025,14.89875
0.5155,0.64575,0.8707500000000001,0.70275,0.15025,0.33949999999999997,0.607,0.588,1.189,1.0755,0.34874999999999995,0.95875,0.9432499999999999,1.0915,1.53925,1.9,1.66025,1.4729999999999999,2.4415,3.479,2.311
0.5762499999999999,0.57925,0.601,0.7190000000000001,0.82075,0.9035,1.01025,1.0935,0.9012500000000001,0.41025,-0.0955,0.17225000000000001,0.222,0.15525,0.23975,0.29774999999999996,0.31125,0.31174999999999997,0.42075,0.6035,0.68725
0.35524999999999995,0.38175,0.4375,0.50125,0.46775,0.42074999999999996,0.45599999999999996,0.5275,0.6587500000000001,0.81175,0.9372499999999999,0.98125,1.04975,1.1260000000000001,1.1552499999999999,1.231,0.6094999999999999,0.41374999999999995,0.56525,0.6992500000000001,0.7997500000000001
0.49075,0.55,0.60575,0.68675,0.6965,0.6985,0.76625,0.78825,0.80525,0.6487499999999999,0.245,0.26575,0.43975000000000003,0.6775,0.7095,0.72425,0.7022499999999999,0.6932499999999999,0.768,0.9944999999999999,1.04275
0.11125,0.17575,0.195,0.28325,0.28900000000000003,0.39675,0.4765,0.5485,0.67675,0.74925,0.64775,0.7475,0.84625,0.87975,0.64375,0.373,0.52725,0.595,0.72825,0.96275,1.2502499999999999
0.369,0.37825,0.4145,0.46425,0.51825,0.5975,0.6819999999999999,0.788,0.9305000000000001,1.07,1.19975,1.2312499999999997,1.3575,1.3687500000000001,1.38225,1.5317500000000002,1.7165000000000001,2.0330000000000004,2.29225,2.7062500000000003,2.8825
0.14900000000000002,0.18325000000000002,0.16375,0.1495,0.15825,0.24225000000000002,0.31275000000000003,0.409,0.56775,0.56525,0.30225,0.52275,0.67875,0.7217499999999999,0.83325,0.9245000000000001,0.85825,0.6869999999999999,0.6992500000000001,0.74775,0.6365
0.078,0.08425,0.09075000000000001,0.074,0.09875,0.11299999999999999,0.12775,0.13725,0.16325,0.1875,0.195,0.18,0.22225,0.24625000000000002,0.25625,0.29550000000000004,0.3275,0.33975,0.34975000000000006,0.34199999999999997,0.41550000000000004
0.06775,0.07625,0.14350000000000002,0.20299999999999999,0.2635,0.346,0.408,0.5077499999999999,0.66975,0.8627499999999999,0.94275,1.17,1.45075,1.524,1.9787499999999998,3.16425,3.9522500000000003,4.768,5.137499999999999,6.14625,7.68575
0.4465,0.50525,0.4885,0.339,0.44575,0.49925,0.5367500000000001,0.5515,0.62375,0.7115,0.5315000000000001,0.547,0.5465,0.5269999999999999,0.55275,0.575,0.6525,0.7522500000000001,0.8674999999999999,0.987,0.972
,,,,,,0.30225,0.4175,0.84125,1.2857500000000002,1.8262500000000002,3.093,5.42025,7.408250000000001,9.8035,12.497499999999999,13.865,16.292250000000003,17.84575,21.4155,25.1965
,,,,,,,,,,,,,,,,,-0.31000000000000005,-0.01525,0.166,0.21750000000000003
0.262,0.326,0.40575,0.49575,0.5845,0.6982499999999999,0.9372499999999999,1.27,1.8507500000000001,1.7089999999999999,1.5895,2.52775,2.8217499999999998,3.2727500000000003,3.901,4.4799999999999995,4.66075,4.77125,5.4559999999999995,6.513249999999999,6.734249999999999
0.044250000000000005,0.056,0.0565,0.082,0.115,0.14975,0.16499999999999998,0.174,0.20275,0.21600000000000003,0.23399999999999999,0.27475,0.3315,0.375,0.39549999999999996,0.45225000000000004,0.43324999999999997,0.434,0.49924999999999997,0.5449999999999999,0.6375
0.5095000000000001,0.5825,0.60275,0.32775,0.391,0.37825,0.32800000000000007,0.2555,0.33325,0.40925,0.47025,0.51275,0.55375,0.49150000000000005,0.43275,0.425,0.37424999999999997,0.65725,0.7267500000000001,0.8714999999999999,1.0627499999999999
,,,,,,1.025,,0.25,0.32075,0.3425,0.354,0.33999999999999997,0.35150000000000003,0.434,0.50375,0.619,0.6425,0.7725,0.9055,1.1465
,,,,,,,0.81225,0.99525,1.01,0.776,1.002,1.06975,1.2352500000000002,1.46125,1.6580000000000001,1.8242499999999997,1.908,1.74325,2.16975,2.5555000000000003
,,,,,,0.447,0.2265,0.10824999999999999,0.1215,0.131,0.06724999999999999,0.07275,0.10124999999999999,0.10025,0.1955,0.223,0.265,0.31675,0.339,0.38975
0.15575,0.156,0.0975,0.169,0.19375,0.22274999999999998,0.26625,0.25825,0.30875,0.23649999999999996,0.023000000000000003,0.319,0.52075,0.625,0.67675,0.8022499999999999,0.7725000000000001,0.8015,0.90375,1.04775,0.943
,,,,,,0.5549999999999999,0.7303333333333333,0.78525,1.2445,0.43925000000000003,0.35425,0.38525,0.37,0.45875,0.42925,0.49625,0.5529999999999999,0.64625,0.6745,0.7112499999999999
4.916,6.28675,7.01025,6.8622499999999995,8.30825,9.506499999999999,10.0305,10.2595,3.9749999999999996,-8.44775,-3.1587499999999995,0.456,0.79975,0.9614999999999999,1.0845,1.09425,1.2630000000000001,1.1015,1.2394999999999998,1.601,1.8552499999999998
0.36025,0.40975,0.319,0.337,0.39125,0.42025,0.3295,0.31949999999999995,0.305,0.3685,0.34675,0.41150000000000003,0.448,0.42825,0.5145,0.523,0.51725,0.52075,0.43725,0.48124999999999996,0.48775
0.3375,0.42075,0.518,0.654,0.795,0.8842500000000001,0.7849999999999999,0.79575,0.797,0.9329999999999998,0.85225,0.48749999999999993,0.6045,0.7697499999999999,0.8440000000000001,0.877,1.05075,1.20375,1.2842500000000001,1.15,1.1320000000000001
0.31325000000000003,0.334,0.32475,0.271,0.32125,0.6727500000000001,0.9624999999999999,1.3089999999999997,1.3812499999999999,1.3925,0.14275,0.9047499999999999,1.58875,2.0839999999999996,1.50325,1.4129999999999998,1.01725,0.763,1.222,2.6710000000000003,2.8035
,,,,,0.14,0.7827500000000001,1.6025,1.824,1.8002500000000001,1.946,1.7922500000000001,1.4537499999999999,1.7225,2.034,2.264,2.29,2.3362499999999997,1.7435,2.30275,2.5635000000000003
,,,,,,,,,,,0.26666666666666666,0.3655,0.39274999999999993,0.47775,0.56525,0.5647500000000001,0.5945,0.8234999999999999,1.1750000000000003,1.09125
,,,,,0.16033333333333336,0.1855,0.32825000000000004,0.47300000000000003,0.28,0.08525,0.15300000000000002,0.25975,0.303,0.376,0.39125,0.4815,0.54225,0.5815000000000001,0.7705,0.87825
,,,,,,0.37,0.41450000000000004,0.44675000000000004,0.37675000000000003,0.1525,0.25225,0.411,0.5805,0.72775,0.73725,0.8,0.958,0.99875,1.26075,1.2209999999999999
,,,,,,-0.1675,-0.08275,-0.172,-0.065,-0.09075,0.019250000000000003,,,,0.25125,0.31475,0.26025,0.25775,0.317,0.44525
0.394,0.40275,0.37424999999999997,0.38975000000000004,0.38799999999999996,0.52225,0.6594999999999999,0.7265,0.71675,0.67025,0.4685,0.542,0.5865,0.3935,0.347,0.40025,0.5782499999999999,0.79575,0.8825,1.01,1.0242499999999999
0.10475,0.0975,0.194,0.158,0.11775,0.16675,0.19,0.2355,0.32899999999999996,0.0037500000000000016,-0.0335,0.0285,0.11300000000000002,0.17525000000000002,0.20975,0.227,0.25025000000000003,0.2945,0.3425,0.41400000000000003,0.5157499999999999
,,,,,,,,,,,,,,0.47,0.53725,0.68725,0.8019999999999999,0.9592499999999999,1.188,1.41575
,,,,,,0.54425,0.6525,0.75,0.73225,0.32075000000000004,0.7635,0.96675,0.9219999999999999,1.024,1.2730000000000001,1.33425,1.5417500000000002,1.81725,2.47675,2.367
,,,,,,0.0265,0.0615,0.13025,0.1885,0.2575,0.34125,0.4595,0.61375,0.73375,0.918,1.1724999999999999,1.4365,1.82125,2.153,2.6365
0.0035000000000000005,0.01425,0.027000000000000003,0.04225,0.03525,0.052,0.06675,0.08325000000000002,0.10675,0.13325,0.15050000000000002,0.17975,0.2285,0.28575,0.3505,0.41375000000000006,0.51925,0.5782499999999999,0.6054999999999999,0.61175,0.6645
,,,,,0.062,0.0885,0.048,0.25775000000000003,0.57275,0.27949999999999997,0.423,1.0405,1.32125,1.09925,0.9889999999999999,0.992,0.24125,-0.16025,0.322,0.48350000000000004
,,,,,,,,,,,,,,,0.3425,0.3835,0.45625000000000004,0.6035,0.8617499999999999,0.9375
0.03675,0.04725,0.0505,0.05975,0.0685,0.08600000000000001,0.09974999999999999,0.1155,0.14125000000000001,0.1695,0.20700000000000002,0.24175,0.271,0.29125,0.34075,0.372,0.39999999999999997,0.43,0.45499999999999996,0.5505,0.5865
0.07600000000000001,0.09925,0.121,0.13625,0.16325,0.18749999999999997,0.258,0.36524999999999996,0.45400000000000007,0.51975,0.5297499999999999,0.573,0.6639999999999999,0.6975,0.7070000000000001,0.7345,0.8517500000000001,0.9057499999999999,0.8412499999999999,1.112,1.12425
,,,,,,,,,,,0.25966666666666666,0.09775,-0.24474999999999997,0.185,0.20450000000000002,-0.04974999999999999,0.3005,0.8545,1.0012500000000002,1.844
,,,,,,0.532,0.69475,0.9115,0.8617500000000001,0.9614999999999999,0.98875,1.1989999999999998,1.387,1.5405,1.718,2.02125,2.04325,2.2880000000000003,3.1555,4.011749999999999
0.3225,0.16824999999999998,0.28675,0.36175,0.4684999999999999,0.57775,0.7022499999999999,0.69825,0.80925,0.51825,0.33725,0.33325000000000005,0.127,0.353,0.6054999999999999,0.6392500000000001,0.6817500000000001,0.6745,0.6082500000000001,0.7484999999999999,0.8795
0.17875000000000002,0.209,0.239,0.27275,0.30425,0.3015,0.32725,0.36024999999999996,0.42075,0.476,0.5395,0.59275,0.6275,0.6715000000000001,0.7072499999999999,0.728,0.70125,0.699,0.7172499999999999,0.73875,0.70375
0.391,0.43075,0.39525000000000005,0.43574999999999997,0.51725,0.6194999999999999,0.68375,0.73175,0.77,0.7825,0.89025,1.0145,0.9997499999999999,0.9802499999999998,1.039,1.0855,1.097,1.15375,1.3565,1.381,1.5412500000000002
1.0305,1.1465,1.1805,0.8715,0.932,1.0034999999999998,1.1560000000000001,1.19,1.16675,0.495,-0.37224999999999997,0.10275,0.5145,0.6232500000000001,0.7072499999999999,0.76175,0.71525,0.71,1.12025,1.7120000000000002,1.899
,,,,,,0.04725,0.067,0.08975000000000001,0.10825,0.1295,0.155,0.19749999999999998,0.2395,0.30474999999999997,0.35775,0.40149999999999997,0.42475,0.47350000000000003,0.605,0.73
,,,0.17600000000000002,0.16875,0.3085,0.4305,0.5795,0.7505,0.7967500000000001,0.6575,0.77125,0.834,0.738,0.7575000000000001,0.843,0.9405,1.1,1.1644999999999999,1.6825,1.68875
,,,,,,0.115,0.22749999999999998,0.4615,0.57575,0.78525,1.2382499999999999,1.69675,2.1187500000000004,2.561,3.39525,3.68275,0.4925,1.60375,1.9309999999999998,3.1665
0.2885,0.17975000000000002,-0.03425,0.013000000000000012,0.058750000000000004,0.35525,0.6127499999999999,0.83175,0.8162499999999999,0.931,0.413,1.09275,1.98675,2.0197499999999997,1.9809999999999999,2.2112499999999997,2.35175,1.9772500000000002,2.3789999999999996,3.5332500000000002,3.567
,,,,,,0.3065,0.23575,0.1925,0.274,0.3125,0.32,0.353,0.3915,0.40950000000000003,0.43525,0.46199999999999997,0.46225,0.5289999999999999,0.55225,0.625
,,0.027999999999999997,0.037000000000000005,0.0525,0.06225,0.08025,0.067,0.08525,0.11925,0.11675,0.10975,0.129,0.07675,0.16925,0.2395,0.365,0.50925,0.57025,0.85025,1.06475
,,,,,0.01,0.17975,0.22349999999999998,0.27175000000000005,0.28,0.293,0.27525,0.26075,0.2815,0.3145,0.27975000000000005,0.25875000000000004,0.28975,0.3135,0.382,0.39975
0.432,0.5609999999999999,0.7277499999999999,0.9245000000000001,1.0515,1.3162500000000001,1.5624999999999998,1.81725,0.98175,0.9945,-0.014499999999999999,1.00775,1.6199999999999999,1.528,1.6740000000000002,1.8034999999999999,1.847,1.8375000000000001,1.96,2.5524999999999998,2.7180000000000004
-0.002,0.02125,0.03575,0.0045000000000000005,0.04625,0.0525,0.0945,0.10550000000000001,0.10450000000000001,0.1435,0.09575,0.0575,0.06525,0.06825,0.16499999999999998,0.238,0.008249999999999997,-0.06,0.12600000000000003,0.3305,0.39199999999999996
,,,,,,0.826,0.7250000000000001,0.628,0.53925,0.53975,0.678,0.9735,1.2690000000000001,1.5227499999999998,1.7472500000000002,1.83475,2.0055,2.33625,2.8520000000000003,2.9307499999999997
0.23950000000000002,0.8464999999999999,0.7275,0.37775000000000003,0.7645000000000001,1.2905,2.186,2.3092499999999996,2.29425,2.56975,0.8255,1.42175,2.0265,1.4697500000000001,1.3715,1.23725,-0.30124999999999996,-0.68875,0.1255,1.001,0.85675
0.2885,0.33925,0.3245,0.36575,0.3785,0.43650000000000005,0.506,0.57025,0.6405000000000001,0.7275,0.62625,0.7300000000000001,0.834,0.9926666666666667,1.1500000000000001,1.2025000000000001,1.2719999999999998,1.354,1.4787500000000002,1.7190000000000003,1.9375
,,,,,,,,,,,,,,0.013000000000000001,0.1825,0.1955,0.2035,0.221,0.1385,0.146
0.4342499999999999,0.39625,0.38975,0.31899999999999995,0.361,0.38875000000000004,0.4165,0.42974999999999997,0.45824999999999994,0.52675,0.522,0.591,0.60825,0.5775,0.62275,0.6684999999999999,0.58125,0.6917500000000001,0.75375,0.6645,0.5755
,,,,,,,,,,,,0.09666666666666668,0.131,0.3495,0.6785,0.98625,1.01875,0.9882500000000001,0.8345,1.06075
0.01625,0.021,0.029,0.0385,0.03825,0.045000000000000005,0.06225,0.07675,0.08775000000000001,0.109,0.10700000000000001,0.111,0.1375,0.17,0.203,0.20074999999999998,0.208,0.24500000000000002,0.30800000000000005,0.4095,0.5427500000000001
,,,,,,0.003,0.009500000000000001,0.012,0.026,0.044,0.0625,0.07175000000000001,0.07950000000000002,0.0905,0.0805,0.12025000000000001,0.17275000000000001,0.22775,0.319,0.495
