q1_eps_act,q2_eps_act,q3_eps_act,q4_eps_act
0.5057142852619047,0.2876190472761905,0.191000000595,0.4166666674619047
-0.8695238095238095,0.09238095238095241,0.07191214285714283,-0.8718654999999998
1.1940740740855555,1.0756140350894736,1.0072222226277778,0.6699999999999999
1.259245528890857,0.8902551020282379,0.750119047587381,0.8783843537426191
0.9637500000000001,0.8675,0.96875,0.24950542857142852
0.5969047619047618,0.47904761904761917,0.4870238095238096,0.34073261957095236
0.020238095465238064,-0.013571429045238089,0.015714285858095242,0.1918363000107
0.5056757619047619,0.5376190476190478,0.4742857142857143,0.5239999999999998
0.9017711666666668,0.8721652222222223,0.9333333333333331,0.8752675555555556
0.3623214279904761,0.38023809538095243,0.4030952385947619,0.38201865028349996
0.4723809525514286,0.4640476190476191,0.4852380952380953,0.4904761904761905
0.4983832740755,0.5339469149761905,0.47773880223238097,0.5513681027920001
0.5404761904761904,0.6552380952380952,0.8499999999999999,0.5390476146761904
1.4110526311578946,1.3084210519305262,1.4605263163526316,1.3623529413661175
0.06273809523809526,0.045833333333333316,0.07857142857142854,0.08404761904761904
0.34809523752857147,0.716666665647619,1.3190476217619047,-0.06600000049549999
0.8614285724523811,0.6147619035142857,0.9847619047619046,0.14630515143000006
0.16608666666666666,0.1833333332190477,0.027740857428571446,-0.43415679999999995
0.5551190476190475,0.5175,0.5527380952380954,0.56324545
-0.5280952418285714,-0.46380952562857136,1.7957142832714286,-0.46399999952499993
3.9231746033333317,6.019841269809525,-2.3812698414285713,-22.147334133499996
0.15629857037909525,0.21387841838114288,0.34135546634666664,0.26534093899649996
1.6056249999999999,1.558125,0.7899488124999998,1.1349999999999998
0.36952380894761905,0.49238095218095246,0.5200000017619048,0.3525260499999999
-0.9494999999400001,0.008500000139999974,0.14550000094999996,0.03275267965263159
0.6552380962619049,0.5160664281761904,0.6747619047842858,0.66649917485
0.1457894765,0.3184210530978947,0.23157894762894737,-0.16105262456178945
0.0672619047619048,0.730952380952381,0.9573809523809524,0.29912499982
1.3123809523809524,0.9990476190476191,0.8642857142857144,1.0575
0.5971428571428571,0.8885714285714287,0.4485714285714285,0.5890351428571429
0.266,0.11904761904761904,0.2236904761904762,0.09075000000000001
0.1848809523809524,0.2592857142857143,0.2864285714285715,0.2824256190476191
,,,
-0.09571428571428575,-0.15761904761904763,-0.07571428571428569,-0.3582748
0.34176366842619055,0.36118165785428574,0.36252204585714287,0.34979009247700005
0.7834920640571429,1.0714285714619047,1.0896825385428572,1.2502490025684214
1.317142857142857,1.3661904757380954,1.1738095231285715,0.7174999999999999
1.5686666666666664,1.5799999999999998,1.6493333333333335,1.3340797142857144
0.07133594117647062,0.20065688235294116,0.17634682352941172,0.1798396875
0.6980952378766666,0.6028571410095238,0.46952381000142857,0.8149798036926
0.9985714285714286,0.5183333333333333,1.3866666666666667,0.9816666666666666
0.3838095239161905,0.41285714284333336,0.4267857143847619,0.4712499999105001
2.2908333333333335,2.0713888888888885,1.9877777777777779,1.5261111111111112
0.8790476190476191,0.8801735230142856,0.6133333333333333,0.7578989
0.21023809522714285,0.2413095236338095,0.250396825563,0.1707456140368421
0.17364667078952373,1.1407792207809524,0.21983418511428565,-1.0321926407
0.977142857142857,1.3133333333333332,1.0204761904761905,1.1319047611095239
0.33380952376666667,0.36913690476190475,0.3915178571428572,0.308
1.07,1.27375,1.035524,0.885
0.548095238095238,0.35,0.502857142857143,0.42563909994000004
0.34750000000000003,0.17349325,0.2806165,-1.40353375
0.9280952399666667,1.2652380993190477,0.1823676184114286,0.0256342378952381
0.44,0.2675,0.14153846153846156,0.10458333333333332
0.8302883382452381,0.9099707351857144,1.1202399948000001,1.2345484296842106
1.9954545454545458,0.9609772307692308,0.5361538461538461,0.595055
0.12714285714285717,0.8266666666666667,0.8076190476190477,0.5694999999999999
-0.2699999999999999,0.6091666666666667,0.87,0.3579469090909091
0.9388888888904761,0.9947619047619046,0.978253968252381,0.682671066665
4.244,3.64047619047619,5.3152380952380955,7.198571429366666
1.2414285714285715,0.8795238095238093,1.3571428571428572,1.6471184
0.5316666666666666,0.5690476190476191,0.4530952380952381,0.35675
0.8435714281142856,0.681666666414762,0.610500000415,0.5710000011787999
0.6161904761904763,0.6561111109111111,0.5857894736842105,0.6680000001799999
0.3155026455476191,0.4010255768057143,0.34052910015238097,0.8215343921380954
1.024285715419048,0.8842857149095238,0.971904761109524,0.7622327154761903
0.4220837624133333,0.5011111113761905,0.5172718249428572,0.5261904756938096
0.17928888889142855,0.26525714286666674,0.2316520634952381,0.2123276190452381
1.6195238095238094,1.7172222222238094,2.085555555555714,0.9469999999999998
0.5573324435095238,0.588403845395238,0.5183611468190477,0.5935688993949999
3.290000021809524,5.608190483366667,10.379047771476191,1.00765183885
0.115,-0.023333333333333334,-0.05666666666666668,0.17500000000000002
2.5066666666095236,2.66,2.8514285714285714,3.0417166
0.1451785714285714,0.30095238095238097,0.24169642857142856,0.17977360937500003
0.5600000001714287,0.4247619065238097,0.5195238095238095,0.43600000130999994
0.28250000000000003,0.25000000000000006,0.4761538461538462,1.1307692307692307
,,,
0.07666666666666666,-0.18095238095238095,0.034999999999999996,-0.058750000000000004
0.3756547619047619,0.474761904747619,0.3803571428747618,0.1904142631578948
0.9666666659857142,1.017142857142857,0.7042857145714285,0.7204999995250001
3.840646575761905,3.9287299068571437,3.750714350904762,0.5520000994000002
0.2860841914428572,0.4247619035142858,0.2961904780047619,0.188018349405
0.6783737830666667,0.92,0.794666666665,0.46228687301428567
1.090952380952381,1.286904761904762,1.2169047619047622,0.6814121250000001
1.6128571428571434,1.707619047619048,1.0885714285714285,1.6884210511263158
0.4918181818181818,0.525,0.5427272727272727,0.726
0.157291666666875,0.312708333335625,0.346458333335625,0.15533333333333335
0.7135714285714286,0.6592857142857141,-0.44857142857142857,-1.3889622307692304
0.25,0.7285714285714285,0.30428571428571427,0.27666666666666667
0.24619047619047618,0.38428571428571423,1.4866666666666666,0.36749999999999994
0.08714285711,0.07047619046542859,0.1361904759342857,-0.141500000089
0.5533333333333333,0.7942857142857144,0.777142857142857,0.6284946215142858
1.1266666667860001,1.1226666666666665,1.3840000000000001,0.48142857142857143
0.3057142856971429,0.4231547619232381,0.3860297619200953,0.24241666654709998
0.19642857142857142,0.1910714285754286,0.23089285714019045,0.23139501875350002
0.5980000000000001,0.8918571428571428,0.2889333333333333,0.5614622142857143
0.5660715764333334,0.6383333333333333,0.59,0.6516666666666667
0.27126984127142856,0.22567460317571428,0.26996031745999993,0.2694583333335
0.5371052631578946,0.57787500027,0.5640476190476189,0.6089473678684211
-0.34494359666363633,1.2576992218,-0.15280609677272705,16.47792526665
1.2674603174476191,1.4833333333285716,1.3007936507761908,0.9107344333499998
0.8507839326238097,0.6817395529666667,0.85843645395,0.7494139228999999
0.43666666666666665,0.4826190476190476,0.5052380952380952,0.447137
0.8952380952380953,0.871904761904762,0.8783333333333333,1.1018020476190475
