1999_eps_fc,2000_eps_fc,2001_eps_fc,2002_eps_fc,2003_eps_fc,2004_eps_fc,2005_eps_fc,2006_eps_fc,2007_eps_fc,2008_eps_fc,2009_eps_fc,2010_eps_fc,2011_eps_fc,2012_eps_fc,2013_eps_fc,2014_eps_fc,2015_eps_fc,2016_eps_fc,2017_eps_fc,2018_eps_fc,2019_eps_fc,1999_eps_act,2000_eps_act,2001_eps_act,2002_eps_act,2003_eps_act,2004_eps_act,2005_eps_act,2006_eps_act,2007_eps_act,2008_eps_act,2009_eps_act,2010_eps_act,2011_eps_act,2012_eps_act,2013_eps_act,2014_eps_act,2015_eps_act,2016_eps_act,2017_eps_act,2018_eps_act,2019_eps_act,1999_eod_act,2000_eod_act,2001_eod_act,2002_eod_act,2003_eod_act,2004_eod_act,2005_eod_act,2006_eod_act,2007_eod_act,2008_eod_act,2009_eod_act,2010_eod_act,2011_eod_act,2012_eod_act,2013_eod_act,2014_eod_act,2015_eod_act,2016_eod_act,2017_eod_act,2018_eod_act,2019_eod_act,2000_eps_fc_terms,2001_eps_fc_terms,2002_eps_fc_terms,2003_eps_fc_terms,2004_eps_fc_terms,2005_eps_fc_terms,2006_eps_fc_terms,2007_eps_fc_terms,2008_eps_fc_terms,2009_eps_fc_terms,2010_eps_fc_terms,2011_eps_fc_terms,2012_eps_fc_terms,2013_eps_fc_terms,2014_eps_fc_terms,2015_eps_fc_terms,2016_eps_fc_terms,2017_eps_fc_terms,2018_eps_fc_terms,2019_eps_fc_terms
0.262,0.326,0.40575,0.49575,0.5845,0.6982499999999999,0.9372499999999999,1.27,1.8507500000000001,1.7089999999999999,1.5895,2.52775,2.8217499999999998,3.2727500000000003,3.901,4.4799999999999995,4.66075,4.77125,5.4559999999999995,6.513249999999999,6.734249999999999,0.2599999997,0.3425,0.42,0.515,0.6,0.5625,0.9099999999999999,0.925,1.9375,1.465,1.546083,2.6675,3.1399999999999997,3.515,4.31,4.895,5.0275,4.825,7.6475,6.7124999999999995,6.773333333333333,17.188,30.8125,39.052499999999995,42.43,47.6725,68.9375,88.12,145.01749999999998,175.77749999999997,177.4575,188.62,180.4975,179.76749999999998,189.9325,275.20500000000004,329.99,337.4525,356.525,441.68,476.22749999999996,447.43666666666667,0.31666666666666665,0.39275,0.49899999999999994,0.587,0.70575,0.8687499999999999,1.3099999999999998,1.8057500000000002,2.33575,1.8389999999999997,2.56625,3.03325,3.2837499999999995,3.84875,4.506,5.120499999999999,5.06775,5.440250000000001,6.689500000000001,6.960000000000001
0.044250000000000005,0.056,0.0565,0.082,0.115,0.14975,0.16499999999999998,0.174,0.20275,0.21600000000000003,0.23399999999999999,0.27475,0.3315,0.375,0.39549999999999996,0.45225000000000004,0.43324999999999997,0.434,0.49924999999999997,0.5449999999999999,0.6375,0.05265625,0.03546875,-0.05753820312499999,0.08687500000000001,0.12875,0.166875,0.1525,0.19937499999999997,0.17250000000000001,0.2075,0.258125,0.32437499999999997,0.33625,0.32625,0.35,0.425,0.25375,0.19000000000000003,0.26625,0.33,0.4066666666666667,2.69725,2.257825,3.5004999999999997,5.946275,6.7119,9.457825,9.61875,10.307500000000001,12.360625,10.922500000000001,11.841249999999999,14.569375,17.63,21.37375,23.2075,31.11625,34.465,37.575,39.6225,41.3075,66.88666666666667,0.0555,0.06225,0.07525,0.11324999999999999,0.165,0.17550000000000002,0.1935,0.20800000000000002,0.24475000000000002,0.2555,0.2785,0.3415,0.40075,0.42400000000000004,0.4525,0.49425,0.48075,0.5514999999999999,0.59325,0.6915
0.5095000000000001,0.5825,0.60275,0.32775,0.391,0.37825,0.32800000000000007,0.2555,0.33325,0.40925,0.47025,0.51275,0.55375,0.49150000000000005,0.43275,0.425,0.37424999999999997,0.65725,0.7267500000000001,0.8714999999999999,1.0627499999999999,0.525,0.600000004175,0.6200000161,0.282499997025,0.40249999999999997,0.30750000000000005,0.3825,0.20000000090000003,0.27249999849999995,0.6625,1.345,0.45,0.5449999999999999,0.29000000000000004,0.38999999999999996,0.3025,0.2325,0.6675,0.15250000000000008,0.7575,0.92,63.397275,58.78710000000001,53.218375,28.284999999999997,25.634999999999998,24.505000000000003,24.37,25.427500000000002,28.665,21.4825,22.5,26.3075,30.502499999999998,34.010000000000005,46.3275,52.667500000000004,64.75750000000001,62.447500000000005,58.78,58.1625,47.92333333333334,0.5802499999999999,0.635,0.5522499999999999,0.40449999999999997,0.38925,0.34775,0.31375,0.32225000000000004,0.4255,0.48875,0.5427500000000001,0.549,0.48874999999999996,0.46399999999999997,0.45725,0.42224999999999996,0.577,0.711,0.7925,1.05525
0.5095000000000001,0.5825,0.60275,0.32775,0.391,0.37825,1.025,0.2555,0.25,0.32075,0.3425,0.354,0.33999999999999997,0.35150000000000003,0.434,0.50375,0.619,0.6425,0.7725,0.9055,1.1465,0.525,0.600000004175,0.6200000161,0.282499997025,0.40249999999999997,0.30750000000000005,0.3825,0.20000000090000003,0.505,0.345,0.39749999999999996,0.35,0.34249999999999997,0.25,0.44000000000000006,0.5449999999999999,0.6,0.65,0.6925,0.9125000000000001,1.0425,63.397275,58.78710000000001,53.218375,28.284999999999997,25.634999999999998,24.505000000000003,24.37,25.427500000000002,20.049999999999997,16.645000000000003,19.4625,21.307499999999997,22.3625,22.847499999999997,30.6725,41.6475,53.525,64.65,78.72749999999999,113.2475,118.60000000000001,0.5802499999999999,0.635,0.5522499999999999,0.40449999999999997,0.38925,1.09,0.31375,0.72,0.3145,0.34925,0.364,0.355,0.36,0.4355,0.5,0.61825,0.644,0.77275,0.90475,1.14125
0.5095000000000001,0.5825,0.60275,0.32775,0.391,0.37825,1.025,0.81225,0.99525,1.01,0.776,1.002,1.06975,1.2352500000000002,1.46125,1.6580000000000001,1.8242499999999997,1.908,1.74325,2.16975,2.5555000000000003,0.525,0.600000004175,0.6200000161,0.282499997025,0.40249999999999997,0.30750000000000005,0.3825,0.20000000090000003,0.505,0.345,0.39749999999999996,0.35,0.34249999999999997,0.25,0.44000000000000006,0.5449999999999999,0.6,0.65,0.6925,0.9125000000000001,1.0425,41.385,40.019999999999996,46.655,47.455000000000005,49.39,59.365,56.53,64.475,79.66499999999999,80.47,61.622499999999995,80.9375,77.09,85.595,112.0475,134.95499999999998,135.7175,148.53,179.3975,201.10500000000002,207.35999999999999,0.5802499999999999,0.635,0.5522499999999999,0.40449999999999997,0.38925,0.68,0.7859999999999999,0.9410000000000001,1.01975,0.8420000000000001,0.865,1.14275,1.27475,1.4235,1.6150000000000002,1.8385,1.9352500000000001,2.003,2.16075,2.6295
0.5095000000000001,0.5825,0.60275,0.32775,0.391,0.37825,0.447,0.2265,0.10824999999999999,0.1215,0.131,0.06724999999999999,0.07275,0.10124999999999999,0.10025,0.1955,0.223,0.265,0.31675,0.339,0.38975,0.11375,0.115,-0.017499999999999998,0.115,0.14375000000000002,0.31499999999999995,0.18999999999999997,-0.6425000000000001,-0.08249999999999999,-0.3425,-0.16999999999999998,-0.175,0.07250000000000001,-0.7174999999999999,-0.02,-0.025,-0.045,0.065,0.020000000000000004,0.3025,0.17,16.38285,9.171925,10.225,16.06125,29.8975,40.114999999999995,26.037499999999998,17.965,13.865,11.292499999999999,9.42,6.68,6.3375,5.78,10.21,12.8375,17.575,21.9025,26.637500000000003,33.465,40.68333333333333,0.5802499999999999,0.635,0.5522499999999999,0.40449999999999997,0.38925,0.495,0.4105,0.1665,0.1505,0.156,0.12275,0.09525,0.12,0.10800000000000001,0.15525,0.225,0.265,0.31325000000000003,0.34375,0.39525
0.15575,0.156,0.0975,0.169,0.19375,0.22274999999999998,0.26625,0.25825,0.30875,0.23649999999999996,0.023000000000000003,0.319,0.52075,0.625,0.67675,0.8022499999999999,0.7725000000000001,0.8015,0.90375,1.04775,0.943,0.15875000000000003,0.1112500000925,0.07874999992500001,-0.14218750000000002,0.201875,0.24375000000000002,0.264375,0.24750000000000003,0.31,-0.03875000000000001,0.02875,0.39682862500000005,0.609514125,0.55625,0.6062500000000001,0.72,0.6775000000000001,0.1275,0.52,1.1125,0.85,5.822275,4.613275,5.695024999999999,6.898125,8.286275,11.477825,13.715,15.083125,21.863125,17.743750000000002,14.74125,25.0625,35.59375,36.3325,47.0875,58.55499999999999,50.535,35.635,46.6175,42.7275,39.02333333333333,0.18174999999999997,0.154,0.14225,0.19824999999999998,0.20975000000000002,0.2796666666666667,0.2936666666666667,0.29474999999999996,0.36525,0.191,0.21099999999999997,0.49224999999999997,0.67475,0.6905000000000001,0.81475,0.9045,0.8377500000000001,0.8707499999999999,1.07025,1.14775
0.15575,0.156,0.0975,0.169,0.19375,0.22274999999999998,0.5549999999999999,0.7303333333333333,0.78525,1.2445,0.43925000000000003,0.35425,0.38525,0.37,0.45875,0.42925,0.49625,0.5529999999999999,0.64625,0.6745,0.7112499999999999,0.42999999555,0.5075000000000001,0.5575,1.1724999999999999,0.95,0.6649999999999999,0.9775,1.8699999999999999,2.7649999999999997,0.22249999999999992,0.43999999999999995,0.285,0.46749999999999997,0.4825,1.2125,0.705,0.9349999999999999,0.815,0.7324999999999999,0.9249999999999999,0.7966666666666665,32.32825,39.219,38.87,38.365,43.339999999999996,56.1125,68.815,99.7175,103.81,82.7375,53.8375,79.0,97.42750000000001,107.44500000000001,103.45,119.29,126.865,130.2625,127.08500000000001,121.07000000000001,130.84666666666666,0.18174999999999997,0.154,0.14225,0.19824999999999998,0.20975000000000002,0.2796666666666667,0.5599999999999999,0.7530000000000001,0.6657500000000001,0.51625,0.36374999999999996,0.38075,0.36724999999999997,0.39,0.45375,0.49874999999999997,0.5505,0.59075,0.675,0.74
4.916,6.28675,7.01025,6.8622499999999995,8.30825,9.506499999999999,10.0305,10.2595,3.9749999999999996,-8.44775,-3.1587499999999995,0.456,0.79975,0.9614999999999999,1.0845,1.09425,1.2630000000000001,1.1015,1.2394999999999998,1.601,1.8552499999999998,5.891376473,6.749100899999999,6.925,7.475,8.725,8.3,12.125,10.925,1.875,-13.975,-0.7249999999999999,0.905,0.93,0.6224999999999999,1.0899999999999999,0.5525,1.3525,1.18,-0.8325,1.6699999999999997,1.9733333333333334,330.73615,452.95912500000003,439.01460000000003,367.35327500000005,428.25,476.25,463.05,502.1,446.85,163.5,34.125,41.099999999999994,34.4425,34.06,48.207499999999996,50.1575,52.03,47.7,68.4625,64.555,67.11,5.96575,7.5592500000000005,8.161,8.18075,9.64425,10.6205,10.47275,11.3405,8.277249999999999,0.32325000000000004,0.20825,1.0465,1.05925,1.1655,1.28,1.3487500000000001,1.36225,1.31875,1.55425,1.904
0.36025,0.40975,0.319,0.337,0.39125,0.42025,0.3295,0.31949999999999995,0.305,0.3685,0.34675,0.41150000000000003,0.448,0.42825,0.5145,0.523,0.51725,0.52075,0.43725,0.48124999999999996,0.48775,0.1900000003,0.2049999991,0.31041975,0.368728503575,0.365000004775,0.385444497625,0.31249999970000003,0.255,0.37666666666666665,0.475,0.5375,0.40750000000000003,0.475,0.297999,0.47,0.18,-0.14555799999999997,-0.3975000000000001,0.37,0.5025000000000001,0.38,18.9309,16.195249999999998,16.39365,19.7961,17.763199999999998,21.239575000000002,18.5219,18.490775,19.7825,15.405425000000001,15.691375,18.07445,19.488725,21.259024999999998,26.21975,25.295725,31.694025000000003,37.033225,36.8775,31.985,28.313333333333333,0.40975,0.319,0.337,0.39125,0.42025,0.3295,0.31949999999999995,0.305,0.3685,0.34675,0.41150000000000003,0.448,0.42825,0.5145,0.523,0.51725,0.5217499999999999,0.43725,0.48124999999999996,0.48775
0.3375,0.42075,0.518,0.654,0.795,0.8842500000000001,0.7849999999999999,0.79575,0.797,0.9329999999999998,0.85225,0.48749999999999993,0.6045,0.7697499999999999,0.8440000000000001,0.877,1.05075,1.20375,1.2842500000000001,1.15,1.1320000000000001,0.269444444425,0.405833333325,0.48249999999999993,0.5875,0.78,0.8525,0.6075,0.6733333333333333,1.2375,0.90785125,0.8074999999999999,0.44500000000000006,0.6875,0.7725000000000001,0.24500000000000005,0.855,0.9125000000000001,1.09117275,1.0175,0.18999999999999995,1.1325,27.82425,36.822275,48.846799999999995,45.5402,43.2299,43.238875,44.082575,48.292100000000005,47.36765,33.7194,25.8951,35.2475,42.260000000000005,41.315,51.945,73.54750000000001,85.0025,77.4075,71.91499999999999,52.527499999999996,47.48,0.42125,0.51825,0.6535000000000001,0.7945,0.8945,0.79225,0.7975000000000001,0.831,0.93725,0.8407499999999999,0.488,0.6054999999999999,0.7707499999999999,0.8424999999999999,0.8755000000000001,1.0505,1.2075,1.28875,1.1502499999999998,1.1385
0.31325000000000003,0.334,0.32475,0.271,0.32125,0.6727500000000001,0.9624999999999999,1.3089999999999997,1.3812499999999999,1.3925,0.14275,0.9047499999999999,1.58875,2.0839999999999996,1.50325,1.4129999999999998,1.01725,0.763,1.222,2.6710000000000003,2.8035,0.334304625,0.38,0.29374999999999996,0.29,0.39749999999999996,0.73625,1.0525,1.3425,1.3875,1.455,0.36,1.065,1.9075000000000002,2.1775,1.4675000000000002,1.495,1.045,-0.029743999999999993,0.32500000000000007,2.59,2.9433333333333334,25.9766,19.2969,23.935000000000002,23.5925,32.089999999999996,42.058749999999996,52.47375,68.355,74.08,64.095,42.33,73.815,95.5625,91.7625,85.91,99.65,74.54249999999999,83.465,120.6275,140.65249999999997,132.69666666666666,0.38825000000000004,0.3925,0.39925,0.29325,0.5677500000000001,0.9385,1.25925,1.454,1.5025,0.9249999999999999,0.7024999999999999,1.4427500000000002,2.361,2.177,1.53875,1.36575,0.9505,0.82575,2.18975,3.0995
0.31325000000000003,0.334,0.32475,0.271,0.32125,0.14,0.7827500000000001,1.6025,1.824,1.8002500000000001,1.946,1.7922500000000001,1.4537499999999999,1.7225,2.034,2.264,2.29,2.3362499999999997,1.7435,2.30275,2.5635000000000003,0.47249999285,0.59,-0.19249999999999998,0.04999999999999996,1.27,0.9875,0.845,1.7574999999999998,1.9475,1.1700000000000002,1.8875000000000002,2.2849999999999997,1.1375000000000002,1.9875,2.755,2.1225,2.1750000000000003,2.2175,2.065,2.1325,2.3966666666666665,23.266000000000002,33.14075,36.2175,33.0625,34.435,41.9375,46.6575,54.474999999999994,60.4825,54.3,47.1225,56.07,65.31,75.68249999999999,93.88499999999999,105.6275,108.35500000000002,126.9075,142.5775,131.6525,149.60333333333332,0.38825000000000004,0.3925,0.39925,0.29325,0.5677500000000001,0.4665,1.57425,1.7235,1.881,1.9457499999999999,1.9015,1.86375,1.89175,1.9577499999999999,2.1425,2.33775,2.45825,2.5795,2.659,2.8362500000000006
0.31325000000000003,0.334,0.32475,0.271,0.32125,0.14,0.7827500000000001,1.6025,1.824,1.8002500000000001,1.946,0.26666666666666666,0.3655,0.39274999999999993,0.47775,0.56525,0.5647500000000001,0.5945,0.8234999999999999,1.1750000000000003,1.09125,0.47249999285,0.59,-0.19249999999999998,0.04999999999999996,1.27,0.9875,0.845,1.7574999999999998,1.9475,1.1700000000000002,0.28500000000000003,0.26,0.38,0.4466666666666667,0.4975,0.5525,0.615,0.5675,0.89,0.9425,0.8633333333333333,23.266000000000002,33.14075,36.2175,33.0625,34.435,41.9375,46.6575,54.474999999999994,60.4825,54.3,47.1225,25.206666666666667,25.962500000000002,28.7175,45.190000000000005,55.705,61.6575,67.6525,101.1575,102.99,104.66000000000001,0.38825000000000004,0.3925,0.39925,0.29325,0.5677500000000001,0.4665,1.57425,1.7235,1.881,1.9457499999999999,0.38,0.3645,0.42175,0.47025000000000006,0.5622500000000001,0.6067499999999999,0.65025,0.74075,1.0335,1.1997499999999999
0.31325000000000003,0.334,0.32475,0.271,0.32125,0.16033333333333336,0.1855,0.32825000000000004,0.47300000000000003,0.28,0.08525,0.15300000000000002,0.25975,0.303,0.376,0.39125,0.4815,0.54225,0.5815000000000001,0.7705,0.87825,0.47249999285,0.59,-0.19249999999999998,0.04999999999999996,1.27,0.07416666666,0.24416666669250003,0.34500000000000003,0.42750000000000005,-1.08,0.025,0.1575,0.1875,0.2425,0.24,0.36750000000000005,0.41250000000000003,0.425,0.5175000000000001,0.7825,0.64,23.266000000000002,33.14075,36.2175,33.0625,34.435,8.416666666666666,15.575,27.400000000000002,30.017500000000002,14.6325,9.675,17.055,20.122500000000002,18.6575,24.509999999999998,30.865,35.572500000000005,28.6925,38.095,44.775,51.25333333333333,0.38825000000000004,0.3925,0.39925,0.29325,0.5677500000000001,0.16775,0.28500000000000003,0.46925,0.5255,0.20299999999999999,0.14075,0.27325,0.3115,0.36625,0.42800000000000005,0.47575,0.5780000000000001,0.60175,0.73875,0.882
0.31325000000000003,0.334,0.32475,0.271,0.32125,0.16033333333333336,0.37,0.41450000000000004,0.44675000000000004,0.37675000000000003,0.1525,0.25225,0.411,0.5805,0.72775,0.73725,0.8,0.958,0.99875,1.26075,1.2209999999999999,0.47249999285,0.59,-0.19249999999999998,0.04999999999999996,1.27,0.07416666666,-24.0,0.5425,0.4375,-4.35,0.08333333333333333,0.26749999999999996,0.49249999999999994,0.6125,0.7725,1.3625,0.7300000000000001,0.6958727499999999,0.2275,1.3,2.09,36.071933333333334,41.716350000000006,32.1595,32.1005,30.0367,26.720575,24.429925,27.595,30.665,16.084999999999997,9.215,15.445,25.2625,35.2675,53.615,58.195,50.79,56.972500000000004,62.535,52.195,45.93333333333334,0.38825000000000004,0.3925,0.39925,0.29325,0.5677500000000001,0.16775,0.44699999999999995,0.45324999999999993,0.5015000000000001,0.2975,0.23375,0.36524999999999996,0.5935,0.7440000000000001,0.8845000000000001,0.956,1.0059999999999998,1.09325,1.2965,1.4957500000000001
0.31325000000000003,0.334,0.32475,0.271,0.32125,0.16033333333333336,-0.1675,-0.08275,-0.172,-0.065,-0.09075,0.019250000000000003,0.411,0.5805,0.72775,0.25125,0.31475,0.26025,0.25775,0.317,0.44525,0.47249999285,0.59,-0.19249999999999998,0.04999999999999996,1.27,0.07416666666,-24.0,0.5425,0.4375,-4.35,0.08333333333333333,0.26749999999999996,0.49249999999999994,0.6125,0.07,0.26,1.1099999999999999,0.23500000000000001,0.2575,0.33999999999999997,0.5166666666666666,36.071933333333334,41.716350000000006,12.026666666666666,4.115,8.4275,14.725000000000001,21.979999999999997,32.6075,37.6575,29.9425,28.707499999999996,40.86749999999999,42.2025,62.065,72.1225,76.81750000000001,82.04,92.22749999999999,101.405,109.3475,132.45333333333335,0.38825000000000004,0.3925,0.39925,0.29325,0.5677500000000001,-0.102,-0.06974999999999999,-0.08175,-0.066,-0.0285,0.04825,0.10899999999999999,0.19425,0.18325000000000002,0.25475,0.32725,0.31275,0.307,0.3025,0.41775
0.394,0.40275,0.37424999999999997,0.38975000000000004,0.38799999999999996,0.52225,0.6594999999999999,0.7265,0.71675,0.67025,0.4685,0.542,0.5865,0.3935,0.347,0.40025,0.5782499999999999,0.79575,0.8825,1.01,1.0242499999999999,0.42,0.405,0.39499999999999996,0.4325,0.3975,0.5775,0.705,0.7150000000000001,0.7575000000000001,0.7424999999999999,0.5700000000000001,0.625,0.605,0.4175,0.34750000000000003,0.39250000000000007,0.5650000000000001,0.94,0.8999999999999999,1.115,1.2366666666666666,47.09375,24.9375,27.1175,27.5975,32.309999999999995,49.207499999999996,52.4525,46.2975,47.1375,33.277499999999996,28.085,38.36,34.7325,34.89,35.35,40.2525,50.3525,49.4625,63.855,58.989999999999995,46.99333333333333,0.47,0.42675,0.392,0.466,0.49600000000000005,0.68175,0.7602500000000001,0.7435,0.8135,0.52275,0.5625,0.7000000000000001,0.5295,0.5157499999999999,0.43325,0.6244999999999999,0.821,0.9185,1.056,1.124
0.10475,0.0975,0.194,0.158,0.11775,0.16675,0.19,0.2355,0.32899999999999996,0.0037500000000000016,-0.0335,0.0285,0.11300000000000002,0.17525000000000002,0.20975,0.227,0.25025000000000003,0.2945,0.3425,0.41400000000000003,0.5157499999999999,-0.012500001588999998,0.049999999815,0.1449999998875,0.06500000089499999,-0.007500000375000003,0.0675000002425,0.0424999995525,0.12999999955250002,0.2725,-1.855,-0.14500000000000002,0.125,0.0675,0.40499999999999997,0.1475,0.14,0.21750000000000003,0.17750000000000002,0.1875,0.315,0.4000000000000001,47.09375,24.9375,27.1175,27.5975,32.309999999999995,49.207499999999996,16.92,17.6275,20.555,7.8,5.8575,7.084999999999999,9.9875,12.30125,13.982499999999998,17.302500000000002,19.8975,24.6575,36.545,42.22,66.8,0.10300000000000001,0.20600000000000002,0.27025,0.1815,0.19375,0.18925,0.26566666666666666,0.30275,0.40399999999999997,-0.0625,0.031000000000000003,0.08299999999999999,0.15925000000000003,0.2235,0.2565,0.26075,0.2955,0.34275,0.37775,0.485
0.10475,0.0975,0.194,0.158,0.11775,0.16675,0.19,0.2355,0.32899999999999996,0.0037500000000000016,-0.0335,0.0285,0.11300000000000002,0.17525000000000002,0.47,0.53725,0.68725,0.8019999999999999,0.9592499999999999,1.188,1.41575,-0.012500001588999998,0.049999999815,0.1449999998875,0.06500000089499999,-0.007500000375000003,0.0675000002425,0.0424999995525,0.12999999955250002,0.2725,-1.855,-0.14500000000000002,0.125,0.0675,0.22946235059999998,0.21999999999999997,0.36000000000000004,0.5925,0.65,0.845,1.065,1.26,47.09375,24.9375,27.1175,27.5975,32.309999999999995,49.207499999999996,16.92,17.6275,20.555,7.8,5.8575,7.084999999999999,9.9875,12.30125,21.603333333333335,31.385,38.605000000000004,44.85,63.932500000000005,80.26750000000001,110.20333333333333,0.10300000000000001,0.20600000000000002,0.27025,0.1815,0.19375,0.18925,0.26566666666666666,0.30275,0.40399999999999997,-0.0625,0.031000000000000003,0.08299999999999999,0.15925000000000003,0.2235,0.53075,0.67,0.83825,0.9475,1.1332499999999999,1.40075
0.10475,0.0975,0.194,0.158,0.11775,0.16675,0.54425,0.6525,0.75,0.73225,0.32075000000000004,0.7635,0.96675,0.9219999999999999,1.024,1.2730000000000001,1.33425,1.5417500000000002,1.81725,2.47675,2.367,-0.012500001588999998,0.049999999815,0.1449999998875,0.06500000089499999,-0.007500000375000003,0.0675000002425,0.4175000004475,0.625,0.6799999999999999,0.44,0.84,0.595,0.9725,0.5924999999999999,1.7425000000000002,1.0,0.4800000000000001,1.55,1.5274999999999999,2.235,2.1500000000000004,47.09375,24.9375,27.1175,27.5975,32.309999999999995,49.207499999999996,17.5625,21.2925,37.73,31.262499999999996,23.555,32.50750000000001,43.620000000000005,40.81,49.2375,59.5675,63.56,69.0625,99.035,103.81,109.56666666666666,0.10300000000000001,0.20600000000000002,0.27025,0.1815,0.19375,0.29000000000000004,0.63125,0.738,0.9095,0.6167499999999999,0.666,0.98525,1.2285000000000001,1.184,1.2695,1.3907499999999997,1.6345,1.84375,2.05625,2.7432499999999997
0.10475,0.0975,0.194,0.158,0.11775,0.16675,0.0265,0.0615,0.13025,0.1885,0.2575,0.34125,0.4595,0.61375,0.73375,0.918,1.1724999999999999,1.4365,1.82125,2.153,2.6365,-0.014166666541750002,-0.008125000096749999,-0.0006249998315000001,-0.039687500572000003,0.0041562499440000004,0.012499999921,0.0225,0.025,0.07250000000000001,-0.4675,0.21,0.24,0.36375,0.42125,0.43624999999999997,0.5825,0.505,0.6425000000000001,0.9425,1.415,2.2666666666666666,1.361,5.752,3.50625,2.449,4.526,6.7565,12.121500000000001,24.06,28.41375,30.465,25.477500000000003,28.691249999999997,30.921249999999997,37.1,69.46375,90.58,114.73625,104.75,126.12,80.55250000000001,95.36,0.10300000000000001,0.20600000000000002,0.27025,0.1815,0.19375,0.29000000000000004,0.06633333333333333,0.1305,0.192,0.268,0.33375,0.42000000000000004,0.5824999999999999,0.7062499999999999,0.89375,1.1800000000000002,1.4375,1.7845,2.13725,2.6375
0.0035000000000000005,0.01425,0.027000000000000003,0.04225,0.03525,0.052,0.06675,0.08325000000000002,0.10675,0.13325,0.15050000000000002,0.17975,0.2285,0.28575,0.3505,0.41375000000000006,0.51925,0.5782499999999999,0.6054999999999999,0.61175,0.6645,-0.0012499999755000001,0.0965625,-0.038125,0.042187499999999996,0.0378125,0.056249999999999994,0.07135009375000001,0.08812500000000001,0.09624999999999999,0.146875,0.14937499999999998,0.180625,0.2275,0.29250000000000004,0.29,0.38499999999999995,0.3925,0.47,0.6525000000000001,0.475,0.38999999999999996,2.249025,4.591825,5.490025,5.062849999999999,3.8766,5.818775,9.32255,10.96625,14.133125000000001,10.346875,16.46875,21.23,30.810000000000002,39.23375,50.9275,58.015,65.6125,55.17,66.0075,58.66,66.22666666666667,0.01075,0.025750000000000002,0.04025,0.052250000000000005,0.05125,0.0655,0.09000000000000001,0.10675,0.1345,0.15775000000000003,0.17925000000000002,0.2235,0.2835,0.35175,0.419,0.52025,0.5954999999999999,0.63675,0.6625000000000001,0.679
0.0035000000000000005,0.01425,0.027000000000000003,0.04225,0.03525,0.062,0.0885,0.048,0.25775000000000003,0.57275,0.27949999999999997,0.423,1.0405,1.32125,1.09925,0.9889999999999999,0.992,0.24125,-0.16025,0.322,0.48350000000000004,-0.0012499999755000001,0.0965625,-0.038125,0.042187499999999996,0.0378125,0.056249999999999994,-0.20400000000000001,0.03,0.3355,0.6225,0.37699999999999995,0.248,1.112,1.4475000000000002,1.2389999999999999,1.328,0.74,-0.29938225,0.3825,0.31,0.6566666666666667,2.249025,4.591825,5.490025,5.062849999999999,3.8766,5.818775,3.006,3.6979999999999995,14.220499999999998,19.851999999999997,16.113999999999997,19.264000000000003,27.3415,40.0895,40.287,52.6465,51.6815,27.8175,33.7525,45.019999999999996,45.59666666666667,0.01075,0.025750000000000002,0.04025,0.052250000000000005,0.05125,0.0655,0.076,0.07225,0.47150000000000003,0.592,0.33399999999999996,0.6307499999999999,1.14975,1.26275,0.92675,1.089,0.8725,0.06925,0.16,0.54575
0.0035000000000000005,0.01425,0.027000000000000003,0.04225,0.03525,0.062,0.0885,0.048,0.25775000000000003,0.57275,0.27949999999999997,0.423,1.0405,1.32125,1.09925,0.3425,0.3835,0.45625000000000004,0.6035,0.8617499999999999,0.9375,-0.0012499999755000001,0.0965625,-0.038125,0.042187499999999996,0.0378125,0.056249999999999994,-0.20400000000000001,0.03,0.3355,0.6225,0.37699999999999995,0.248,1.112,1.4475000000000002,0.265,0.38910736465000006,0.38749999999999996,0.49500000000000005,0.8175,0.885,0.9466666666666667,2.249025,4.591825,5.490025,5.062849999999999,3.8766,5.818775,3.006,3.6979999999999995,14.220499999999998,19.851999999999997,16.113999999999997,19.264000000000003,27.3415,40.0895,40.287,24.14,25.3725,25.317500000000003,37.519999999999996,37.294999999999995,34.41,0.01075,0.025750000000000002,0.04025,0.052250000000000005,0.05125,0.0655,0.076,0.07225,0.47150000000000003,0.592,0.33399999999999996,0.6307499999999999,1.14975,1.26275,0.92675,0.418,0.46125000000000005,0.56275,0.78025,0.9560000000000001
0.03675,0.04725,0.0505,0.05975,0.0685,0.08600000000000001,0.09974999999999999,0.1155,0.14125000000000001,0.1695,0.20700000000000002,0.24175,0.271,0.29125,0.34075,0.372,0.39999999999999997,0.43,0.45499999999999996,0.5505,0.5865,0.0364583333325,0.03625,0.0508333333325,0.0699999999975,0.08333333334250001,0.08979166667499999,0.12062500000000001,0.13437500000000002,0.160625,0.18062499999999998,0.21625,0.238125,0.27125,0.31125,0.355,0.38375000000000004,0.39125,0.44375,0.7424999999999999,0.5800000000000001,0.6366666666666667,3.90885,3.1588499999999997,4.1525,5.1821,5.736675,7.567074999999999,8.8525,9.69375,12.495,14.3,13.983125000000001,16.47625,21.271250000000002,26.5275,31.58375,35.99875,41.916250000000005,47.411249999999995,50.0925,57.162499999999994,73.17666666666668,0.048499999999999995,0.05366666666666667,0.06225,0.07225000000000001,0.08900000000000001,0.10849999999999999,0.132,0.15175,0.17500000000000002,0.20775,0.243,0.27749999999999997,0.30824999999999997,0.35200000000000004,0.399,0.4155,0.44275,0.486,0.5485,0.615
