1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
3.033225,6.6699,4.823475,4.74375,6.360975,8.37625,10.113125,14.509374999999999,19.258125,18.28125,17.99875,22.90375,24.317500000000003,29.783749999999998,39.89375,49.43375,55.0225,61.817499999999995,79.3575,87.08,95.62666666666667
,,,,,,,,,,,,18.0416,26.4572,44.73535,56.6751,68.388725,57.85402500000001,77.01989999999999,80.5175,82.58
29.734375,33.953125,39.525,44.754999999999995,48.245,64.98,75.255,94.55250000000001,98.78,90.725,47.707499999999996,68.5575,71.4375,72.1725,66.04249999999999,78.1725,90.13250000000001,103.5775,120.13750000000002,123.02250000000001,145.89666666666665
,,,,,,,,,,,,,,,,,18.54,25.279999999999998,19.73,23.643333333333334
23.40625,19.71875,22.777500000000003,22.965000000000003,23.575,25.927500000000002,27.5525,28.674999999999997,29.424999999999997,25.8475,26.435000000000002,29.015,33.2875,34.36,42.94,50.99250000000001,56.949999999999996,76.05,82.9175,90.2525,107.46
1.2474,1.014325,2.7041,3.0441,2.470475,4.6244499999999995,6.570950000000001,7.188750000000001,11.1125,13.69,11.6475,11.4525,11.7175,11.6775,15.8325,20.92,29.13375,38.47,58.815,68.38499999999999,48.550000000000004
33.07625,42.5955,45.35975,42.89825,42.1005,59.382000000000005,78.00225,113.6695,111.47200000000001,83.82975,64.46000000000001,99.05,123.2825,138.6025,126.725,144.4675,173.26749999999998,181.39499999999998,183.14999999999998,172.8875,206.41333333333333
,,,,,,,,,,17.68,23.15,32.682500000000005,35.34875,42.3275,81.0175,132.5175,164.79749999999999,237.86249999999998,244.825,288.2133333333333
60.875,57.359375,51.7275,60.459999999999994,53.852500000000006,62.9925,55.6375,61.16,60.22500000000001,42.5975,30.130000000000003,37.0,33.5875,31.0525,44.885,49.6125,58.269999999999996,73.7175,95.5425,101.6325,114.08333333333333
,,,,,,,,,21.52,20.174999999999997,22.729999999999997,29.885,35.625,41.552499999999995,49.095,54.417500000000004,75.16,82.03,86.5625,114.83
40.010725,47.587925,31.698549999999997,31.470975000000003,36.836825000000005,46.18775,48.32535,55.629999999999995,57.2425,33.8425,27.822499999999998,41.477500000000006,47.24250000000001,57.6025,77.1175,91.37,74.88,65.07,88.28,98.2725,117.00666666666666
30.219,25.2345,47.295,73.91499999999999,79.855,83.6575,88.28999999999999,101.6875,125.20249999999999,124.4125,154.505,216.9525,303.14250000000004,365.76750000000004,430.2825,550.5275,703.6999999999999,787.1650000000001,649.9975,733.415,1069.4033333333334
40.62525,52.18775,45.8975,40.0925,33.9625,48.8875,65.66250000000001,81.8825,94.38,60.0275,46.589999999999996,66.79,70.43,73.41250000000001,110.57,127.52000000000001,141.085,136.0575,230.9325,339.4475,375.3
31.2266,24.21095,29.51625,33.96875,38.042500000000004,43.28,44.49,50.150000000000006,47.86,27.715,13.0,14.6675,8.9925,9.545,13.602500000000001,16.8775,16.205,16.134999999999998,25.6775,28.07,28.58666666666667
16.21175,20.2618,27.807975000000003,22.072550000000003,14.154575000000001,17.941074999999998,20.182025000000003,22.738025,30.332775,32.728550000000006,29.8615,26.778525000000002,29.754224999999998,32.575050000000005,37.640950000000004,39.513825000000004,36.550775,44.56,59.947500000000005,70.44749999999999,83.56
33.15625,29.84375,36.1075,37.185,35.06999999999999,38.5025,40.0025,42.125,38.19,30.0225,22.8775,27.2675,25.1975,31.1275,34.085,38.925,38.1775,38.405,46.6925,48.584999999999994,49.67666666666667
25.75,26.9375,24.378875,22.593325,28.441675,36.02,42.179175,53.38,48.515,36.667500000000004,37.1075,37.88,26.7,18.419999999999998,31.714999999999996,32.4975,34.4925,35.9725,57.9775,69.2225,69.92666666666668
30.7815,29.016000000000002,35.315,32.815,37.6375,52.19500000000001,55.849999999999994,65.8825,79.255,78.94999999999999,71.79,76.2425,78.45750000000001,77.2875,101.2375,122.0875,142.9975,166.6725,197.14,235.64499999999998,251.5666666666667
10.96355,12.1952,12.9017,12.478325,14.020825000000002,19.264174999999998,26.966675000000002,33.080825,41.269175000000004,28.379175,27.652500000000003,34.6,37.339150000000004,40.4825,50.972500000000004,55.5,43.607499999999995,36.8925,43.692499999999995,31.699999999999996,32.266666666666666
6.465,6.118325,6.7112,7.3085249999999995,8.749075000000001,10.155225,13.017075,15.53655,15.34185,14.824675,12.24,16.5293,19.575975,24.866,28.265,36.192,38.67099999999999,38.295,43.550000000000004,50.38499999999999,56.99666666666667
16.0795,44.557,52.086,40.16925,31.858249999999998,56.793,35.4095,43.13075,50.92075,49.62425,46.42125,52.498,88.313,130.3935,213.83825,297.38650000000007,327.9905,253.015,294.1175,304.5725,234.35666666666665
38.7064,52.817600000000006,45.855425,34.044425000000004,29.5421,32.74595,31.558749999999996,37.8604,44.95224999999999,35.1175,28.63,27.975,23.4975,23.6,30.2925,38.0175,40.645,40.735,51.2825,50.88,46.596666666666664
465.46875,196.75775,31.786749999999998,16.619999999999997,19.78,24.9125,22.542499999999997,33.775000000000006,81.4025,94.6,143.6625,294.85749999999996,483.885,655.4875,922.1025000000001,1173.42,1206.8325,1368.73,1804.7624999999998,1953.475,1860.743333333333
26.96875,35.234375,33.807500000000005,33.19,31.3125,40.129999999999995,54.0275,73.2775,80.4325,62.1125,37.0325,47.045,60.197500000000005,42.277499999999996,49.224999999999994,65.15,55.8675,51.1,45.647499999999994,29.0325,25.183333333333334
17.188,30.8125,39.052499999999995,42.43,47.6725,68.9375,88.12,145.01749999999998,175.77749999999997,177.4575,188.62,180.4975,179.76749999999998,189.9325,275.20500000000004,329.99,337.4525,356.525,441.68,476.22749999999996,447.43666666666667
2.69725,2.257825,3.5004999999999997,5.946275,6.7119,9.457825,9.61875,10.307500000000001,12.360625,10.922500000000001,11.841249999999999,14.569375,17.63,21.37375,23.2075,31.11625,34.465,37.575,39.6225,41.3075,66.88666666666667
63.397275,58.78710000000001,53.218375,28.284999999999997,25.634999999999998,24.505000000000003,24.37,25.427500000000002,28.665,21.4825,22.5,26.3075,30.502499999999998,34.010000000000005,46.3275,52.667500000000004,64.75750000000001,62.447500000000005,58.78,58.1625,47.92333333333334
,,,,,,,,20.049999999999997,16.645000000000003,19.4625,21.307499999999997,22.3625,22.847499999999997,30.6725,41.6475,53.525,64.65,78.72749999999999,113.2475,118.60000000000001
41.385,40.019999999999996,46.655,47.455000000000005,49.39,59.365,56.53,64.475,79.66499999999999,80.47,61.622499999999995,80.9375,77.09,85.595,112.0475,134.95499999999998,135.7175,148.53,179.3975,201.10500000000002,207.35999999999999
16.38285,9.171925,10.225,16.06125,29.8975,40.114999999999995,26.037499999999998,17.965,13.865,11.292499999999999,9.42,6.68,6.3375,5.78,10.21,12.8375,17.575,21.9025,26.637500000000003,33.465,40.68333333333333
5.822275,4.613275,5.695024999999999,6.898125,8.286275,11.477825,13.715,15.083125,21.863125,17.743750000000002,14.74125,25.0625,35.59375,36.3325,47.0875,58.55499999999999,50.535,35.635,46.6175,42.7275,39.02333333333333
32.32825,39.219,38.87,38.365,43.339999999999996,56.1125,68.815,99.7175,103.81,82.7375,53.8375,79.0,97.42750000000001,107.44500000000001,103.45,119.29,126.865,130.2625,127.08500000000001,121.07000000000001,130.84666666666666
330.73615,452.95912500000003,439.01460000000003,367.35327500000005,428.25,476.25,463.05,502.1,446.85,163.5,34.125,41.099999999999994,34.4425,34.06,48.207499999999996,50.1575,52.03,47.7,68.4625,64.555,67.11
18.9309,16.195249999999998,16.39365,19.7961,17.763199999999998,21.239575000000002,18.5219,18.490775,19.7825,15.405425000000001,15.691375,18.07445,19.488725,21.259024999999998,26.21975,25.295725,31.694025000000003,37.033225,36.8775,31.985,28.313333333333333
27.82425,36.822275,48.846799999999995,45.5402,43.2299,43.238875,44.082575,48.292100000000005,47.36765,33.7194,25.8951,35.2475,42.260000000000005,41.315,51.945,73.54750000000001,85.0025,77.4075,71.91499999999999,52.527499999999996,47.48
25.9766,19.2969,23.935000000000002,23.5925,32.089999999999996,42.058749999999996,52.47375,68.355,74.08,64.095,42.33,73.815,95.5625,91.7625,85.91,99.65,74.54249999999999,83.465,120.6275,140.65249999999997,132.69666666666666
23.266000000000002,33.14075,36.2175,33.0625,34.435,41.9375,46.6575,54.474999999999994,60.4825,54.3,47.1225,56.07,65.31,75.68249999999999,93.88499999999999,105.6275,108.35500000000002,126.9075,142.5775,131.6525,149.60333333333332
,,,,,,,,,,,25.206666666666667,25.962500000000002,28.7175,45.190000000000005,55.705,61.6575,67.6525,101.1575,102.99,104.66000000000001
,,,,,8.416666666666666,15.575,27.400000000000002,30.017500000000002,14.6325,9.675,17.055,20.122500000000002,18.6575,24.509999999999998,30.865,35.572500000000005,28.6925,38.095,44.775,51.25333333333333
36.071933333333334,41.716350000000006,32.1595,32.1005,30.0367,26.720575,24.429925,27.595,30.665,16.084999999999997,9.215,15.445,25.2625,35.2675,53.615,58.195,50.79,56.972500000000004,62.535,52.195,45.93333333333334
,,12.026666666666666,4.115,8.4275,14.725000000000001,21.979999999999997,32.6075,37.6575,29.9425,28.707499999999996,40.86749999999999,42.2025,62.065,72.1225,76.81750000000001,82.04,92.22749999999999,101.405,109.3475,132.45333333333335
47.09375,24.9375,27.1175,27.5975,32.309999999999995,49.207499999999996,52.4525,46.2975,47.1375,33.277499999999996,28.085,38.36,34.7325,34.89,35.35,40.2525,50.3525,49.4625,63.855,58.989999999999995,46.99333333333333
,,,,,,16.92,17.6275,20.555,7.8,5.8575,7.084999999999999,9.9875,12.30125,13.982499999999998,17.302500000000002,19.8975,24.6575,36.545,42.22,66.8
,,,,,,,,,,,,,,21.603333333333335,31.385,38.605000000000004,44.85,63.932500000000005,80.26750000000001,110.20333333333333
,,,,,,17.5625,21.2925,37.73,31.262499999999996,23.555,32.50750000000001,43.620000000000005,40.81,49.2375,59.5675,63.56,69.0625,99.035,103.81,109.56666666666666
1.361,5.752,3.50625,2.449,4.526,6.7565,12.121500000000001,24.06,28.41375,30.465,25.477500000000003,28.691249999999997,30.921249999999997,37.1,69.46375,90.58,114.73625,104.75,126.12,80.55250000000001,95.36
2.249025,4.591825,5.490025,5.062849999999999,3.8766,5.818775,9.32255,10.96625,14.133125000000001,10.346875,16.46875,21.23,30.810000000000002,39.23375,50.9275,58.015,65.6125,55.17,66.0075,58.66,66.22666666666667
,,,,,,3.006,3.6979999999999995,14.220499999999998,19.851999999999997,16.113999999999997,19.264000000000003,27.3415,40.0895,40.287,52.6465,51.6815,27.8175,33.7525,45.019999999999996,45.59666666666667
,,,,,,,,,,,,,,,24.14,25.3725,25.317500000000003,37.519999999999996,37.294999999999995,34.41
3.90885,3.1588499999999997,4.1525,5.1821,5.736675,7.567074999999999,8.8525,9.69375,12.495,14.3,13.983125000000001,16.47625,21.271250000000002,26.5275,31.58375,35.99875,41.916250000000005,47.411249999999995,50.0925,57.162499999999994,73.17666666666668
8.476575,12.874025,14.142499999999998,15.66875,17.9225,23.656250000000004,30.988750000000003,46.965,52.17,53.807500000000005,53.559999999999995,65.405,72.805,61.4475,58.417500000000004,64.3475,66.3525,73.05,77.79,89.845,85.37333333333333
,,,,,,,,,,,39.50450000000001,57.69475,78.9735,138.1195,165.7735,199.986,252.60175000000004,340.88750000000005,303.82000000000005,384.7366666666667
27.593775,33.829175,31.564999999999998,25.890000000000004,16.234175,23.252499999999998,35.490849999999995,39.751675,51.698325,31.697499999999998,26.259999999999998,35.019999999999996,44.9125,48.470000000000006,74.8,92.32499999999999,143.19750000000002,132.235,175.9775,183.965,156.72
32.362550000000006,32.6814,35.647975,37.034025,34.920625,40.566875,41.915825,45.6125,42.1625,30.237499999999997,24.362499999999997,28.8275,29.692500000000003,37.4075,48.155,48.894999999999996,54.1075,72.855,74.065,73.8375,102.08
25.765625,28.5,28.78125,26.697499999999998,27.291249999999998,26.236250000000002,26.215,30.542499999999997,35.114999999999995,36.3625,36.01875,40.15625,43.655,51.705000000000005,60.20375,66.86500000000001,66.20750000000001,70.8575,73.905,65.74,71.24000000000001
50.15625,38.094,35.4625,41.6025,45.8125,53.730000000000004,57.785,61.9925,62.9875,56.7725,56.7825,64.08500000000001,67.6,71.62,86.53750000000001,94.915,114.1925,127.4125,137.18,143.2275,155.14666666666668
54.796875,51.140625,57.95,53.8575,46.76,57.392500000000005,57.135,56.39,53.35,28.3375,24.674999999999997,38.565000000000005,30.014999999999997,31.115000000000002,40.6575,49.665,44.845,48.6075,76.2225,86.435,70.64999999999999
12.54165,13.5104,12.973975000000001,8.545850000000002,10.209999999999999,9.857474999999999,9.984975,11.50665,12.06375,9.3525,7.735,9.53,11.833750000000002,16.89125,22.625625,26.93625,28.740000000000002,32.7075,38.760000000000005,34.11,42.446666666666665
,,,,,,,,,57.961999999999996,60.082,58.993,54.1605,54.874500000000005,72.4275,78.39125000000001,92.7775,103.32999999999998,131.4425,170.9975,190.01000000000002
,,,,,,,55.7525,103.145,78.38000000000001,82.89750000000001,158.535,305.3125,353.2375,412.925,627.915,613.9075,418.6375,364.62,410.1975,761.2199999999999
11.92575,8.293000000000001,9.23625,8.25525,9.616499999999998,17.414749999999998,20.168000000000003,29.04775,53.60375,45.6975,37.832499999999996,81.9175,95.69749999999999,104.3775,124.5275,144.8575,116.60499999999999,121.79999999999998,164.52249999999998,143.7,163.96
36.765625,24.71875,25.3675,12.7775,7.1,9.5125,14.764999999999999,14.2575,17.3,12.754999999999999,13.245000000000001,16.682499999999997,20.299999999999997,23.357499999999998,27.05,31.21,34.537499999999994,42.9825,46.1525,47.805,59.133333333333326
,,,,3.5013,5.2631499999999996,7.180624999999999,5.8568750000000005,5.71,4.434374999999999,4.881875,5.904375,8.548124999999999,9.84625,13.713125000000002,20.276249999999997,33.89125,32.051249999999996,43.598749999999995,61.27,49.599999999999994
21.048075,29.007775000000002,26.46625,12.706900000000001,8.514999999999999,11.1475,13.24,13.8325,17.125,14.3775,12.112499999999999,14.74,19.155,20.235,23.65,24.2825,18.96,23.1975,28.13,27.7475,29.836666666666662
48.302075,57.109375,53.870000000000005,47.385,49.379999999999995,75.48,80.17500000000001,80.3625,66.8975,42.53,27.0475,40.955,46.387499999999996,56.335,65.7775,80.9825,77.8725,72.9725,88.38,89.56,87.80333333333334
1.3828,1.891925,1.9875,1.9560499999999998,2.2283250000000003,3.375225,5.22115,6.422224999999999,9.129375,11.294375,8.346875,8.505,16.068125000000002,20.65125,36.348749999999995,32.58,25.155,24.4025,26.085,23.1625,22.209999999999997
12.664075,17.976575,24.45375,24.63,38.1375,64.0775,65.4175,49.08,48.09,30.685000000000002,29.755000000000003,45.307500000000005,74.59,87.1025,120.11500000000001,147.6825,162.1125,169.9325,223.575,248.9775,310.02
18.420749999999998,20.636274999999998,21.559375,20.612175,21.79475,30.090674999999997,45.643925,49.581275000000005,61.542125,56.345000000000006,33.81845,43.031074999999994,55.504549999999995,57.2485,65.19,75.41499999999999,54.58,44.370000000000005,49.692499999999995,67.165,61.57333333333333
41.85925,40.109750000000005,40.0675,34.7175,33.7225,42.15,45.39,53.46,60.8725,63.135000000000005,51.91250000000001,62.80999999999999,80.0,96.17375,112.7025,123.47749999999999,148.15625,156.81,169.5075,209.0,264.83666666666664
,,,,,,,,,,,,,,16.213333333333335,17.33,27.232499999999998,23.9075,18.3275,12.88,11.803333333333333
41.21875,30.09375,28.372500000000002,25.002499999999998,24.7,27.5825,29.827499999999997,36.224999999999994,37.6225,34.004999999999995,30.8,35.42,33.3175,34.235,43.535000000000004,44.355,49.3575,61.372499999999995,51.08,38.3675,41.70666666666667
,,,,,,,,,,,,27.25,48.160000000000004,68.63,82.10249999999999,47.535000000000004,49.052499999999995,46.290000000000006,58.790000000000006,37.86333333333334
2.165375,2.8698,4.755,3.55375,2.776875,5.855,5.893125,6.8875,8.471250000000001,9.173125,8.385625,8.858125,11.05875,13.373750000000001,16.69,17.519375,17.994999999999997,24.84375,35.07875,51.7,71.88666666666666
,,,,,4.053333333333334,5.665,8.4575,12.480625,12.906875,12.600000000000001,25.254375,31.14375,38.3475,47.496875,58.0025,71.0675,73.2575,91.185,137.175,152.84666666666666
36.8633,58.59375,16.075625000000002,13.615,18.375,21.154999999999998,18.0125,22.8825,28.39,21.5525,20.7225,22.367500000000003,16.5825,19.265,22.7725,25.06125,27.0975,29.775,34.25749999999999,44.474999999999994,52.71
,,,,,,,,,,,,,,,,25.95,29.564999999999998,52.595,63.917500000000004,73.82
40.583349999999996,43.15625,43.4925,46.739999999999995,38.8275,44.265,40.535,40.73,36.5625,26.7475,25.98,26.8925,31.5625,40.019999999999996,50.115,68.045,85.755,104.02499999999999,138.1725,180.3625,235.83333333333334
43.645825,32.21875,31.3375,28.8275,32.24,31.810000000000002,33.902499999999996,39.9,45.48,33.2025,32.1575,38.60000000000001,38.075,39.415,33.4275,37.3775,28.5525,28.045,20.7575,17.855,12.076666666666668
1.014325,1.78125,1.41555,2.3495,4.0287749999999996,7.5547,11.891875,17.380000000000003,19.438125,12.778749999999999,16.43125,29.85,35.21875,35.115,40.29,49.2375,61.5275,55.92,67.37,75.03,65.36833333333334
,,,,,,,,,,,,,,,,,,,,28.785
27.8266,25.4315,19.605625,8.29535,15.290774999999998,16.728075,19.787774999999996,28.128925000000002,28.672399999999996,21.414225000000002,26.948425,45.06005,53.49275,60.7509,53.0229,50.787349999999996,55.533225,66.3309,81.94749999999999,102.81499999999998,98.10666666666667
