2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
,,,,,,,,0.34099999999999997,0.4445,0.49150000000000005,0.9667500000000001,1.32925,1.15175,1.13625,0.5702499999999999,-0.02474999999999998,0.16275,0.7957500000000001,1.2285000000000001
0.4246666666666667,0.514,0.6327499999999999,0.5805,0.61325,0.64225,0.6062500000000001,0.6637500000000001,0.722,0.82825,0.7874999999999999,0.783,0.828,0.85375,0.87,0.9245,0.97725,0.9125000000000001,1.0082499999999999,1.0385
,,,,,-1.15,,0.031,0.06075,0.46399999999999997,0.30625,0.47775,0.567,0.655,0.647,1.19325,1.569,1.37125,1.5270000000000001,1.63375
,,,,,,,,,,,,,,,,,,3.13375,2.9305000000000003
0.2275,0.27575000000000005,0.135,0.26325,0.44625,0.7375,0.79025,0.80225,1.27425,0.955,0.70275,1.3855,1.9924999999999997,2.0582499999999997,2.0252499999999998,1.362,0.9937499999999999,1.23625,2.17875,2.75175
,,,,,,,0.35,0.36649999999999994,0.10350000000000002,0.186,0.5720000000000001,0.9047499999999999,1.1303333333333334,1.28275,1.35825,1.422,1.5262499999999999,1.81975,2.1545
,,,,,,,,,,0.3375,0.416,0.56675,0.6855,0.79125,0.8827499999999999,0.9715,1.09425,1.12575,1.5105
0.10466666666666667,0.195,0.3415,0.51325,0.59775,0.68975,0.73875,0.80125,0.823,0.909,1.04975,1.10125,1.157,1.18125,1.06925,1.16925,1.27875,1.3705,1.5339999999999998,1.693
0.19,0.25625,0.319,0.4365,0.5974999999999999,0.93675,1.2600000000000002,0.41925,0.106,-0.28575,-0.04574999999999998,0.05625,0.12325,0.254,0.4025,0.4595,0.59975,0.66,0.8639999999999999,1.0325
0.13325,0.157,0.169,0.20199999999999999,0.2455,0.33775,0.392,0.46699999999999997,0.5505,0.4905,0.51275,0.6735,0.82625,0.8855000000000001,0.9460000000000001,1.0902500000000002,1.2392500000000002,0.99725,1.0995,1.214
0.17925,0.2295,0.17775,0.1675,0.21125,0.3195,0.37275,0.41924999999999996,0.53,0.48425,0.4769999999999999,0.6407499999999999,0.7364999999999999,0.8945,0.9722500000000001,1.19275,1.4020000000000001,1.508,1.66025,1.8
,,,,,,0.041666666666666664,0.049499999999999995,0.069,0.14625,0.21000000000000002,0.28274999999999995,0.35275,0.4325,0.49975,0.5065,0.511,0.5835,0.657,0.8947499999999999
,,,,,,0.041666666666666664,0.049499999999999995,0.069,0.14625,0.21000000000000002,0.28274999999999995,0.35275,0.4325,0.49975,0.5065,0.511,0.5835,0.657,0.8947499999999999
,,,,,0.45,0.453,0.45525000000000004,0.54075,0.54325,0.47525000000000006,0.6325,0.679,0.5782499999999999,0.46975,0.42375,0.54725,0.6715,0.59625,0.6142500000000001
,,,,,0.4,0.43333333333333335,0.32,0.12666666666666668,0.10250000000000001,0.23674999999999996,0.275,0.36825,0.41950000000000004,0.29025,0.263,0.29025,0.37900000000000006,0.41074999999999995,0.34125
,,,,0.12625,0.135,0.13374999999999998,0.15250000000000002,0.17325,0.199,0.26825,0.37649999999999995,0.49150000000000005,0.609,0.6975,0.7717499999999999,0.742,0.909,1.16975,1.3704999999999998
0.5545,0.6545,0.39125,0.38,0.5,0.5976666666666667,0.706,0.853,0.92275,0.75475,0.6267499999999999,1.04275,1.2425,1.34125,1.3255000000000001,1.25075,0.973,0.9392500000000001,1.2622499999999999,1.4100000000000001
,,,,,,,,,,,,,,,,,,,1.2775
,,,,,,0.36825,0.265,0.195,0.07875000000000001,-0.046250000000000006,-0.0325,-0.06933333333333333,-0.07,-0.05,0.037500000000000006,0.07375000000000001,0.08450000000000002,0.09175,0.11425
0.197,0.25075000000000003,0.309,0.3255,0.362,0.42325,0.51425,0.597,0.698,0.6135,0.7215,0.8382499999999999,0.897,0.797,0.6795,0.5900000000000001,0.81975,0.9695,1.17075,1.4045
0.8514999999999999,0.8533333333333334,0.9465000000000001,1.06625,0.83575,0.89775,1.345,0.67875,0.79875,0.79475,0.79625,0.9525,0.9372499999999999,0.9750000000000001,1.07925,1.219,1.3355,1.26725,1.36475,1.50975
1.587,1.746,2.24075,1.2845000000000002,0.9550000000000001,1.14225,1.3467500000000001,0.89125,0.9272499999999999,0.9472499999999999,0.9564999999999999,0.9677499999999999,1.05675,1.11825,1.13875,1.1789999999999998,1.161,1.1635,1.185,1.2152500000000002
0.038250000000000006,0.05700000000000001,0.11675,0.166,0.243,0.27924999999999994,0.3125,0.39525,0.43274999999999997,0.47650000000000003,0.5502499999999999,0.5782499999999999,0.7765,0.91575,0.9410000000000001,0.9535,0.9992500000000001,0.9415,0.976,1.1400000000000001
0.24000000000000002,0.614,0.33525,0.53725,0.662,1.038,1.9754999999999998,1.6837499999999999,2.31525,1.4002499999999998,1.4887499999999998,1.54475,1.61175,1.04425,1.4762499999999998,0.9275,-0.05700000000000001,0.41750000000000004,0.494,0.496
,,,,,,,,,,,,,,,,,0.8270000000000001,1.72425,1.95075
0.10849999999999999,-0.012500000000000008,0.07475,0.24650000000000002,0.41275,0.41325,0.26175000000000004,0.09499999999999999,0.19824999999999998,0.014249999999999999,0.07824999999999999,0.09075,0.16125,0.20550000000000002,0.214,0.41925,0.6777500000000001,0.864,1.0437500000000002,0.8862500000000001
0.0125,0.023,0.046,0.07775000000000001,0.13125,0.19799999999999998,0.2585,0.31175,0.42075,0.40149999999999997,0.4125,0.475,0.5855,0.6917500000000001,0.7707499999999999,0.80275,0.47725,0.5182500000000001,0.56925,0.6575
0.18474999999999997,0.19633333333333333,0.22766666666666668,0.2625,0.2845,0.33325,0.38166666666666665,0.41174999999999995,0.477,0.52475,0.56725,0.6365000000000001,0.7715000000000001,0.90425,1.0505,1.178,1.19775,1.235,1.35925,1.48675
0.7916666666666666,0.7723333333333332,0.842,0.787,0.708,0.69175,0.724,0.7976666666666666,0.8170000000000001,0.86425,0.7825,0.893,0.94525,0.9620000000000001,0.9387500000000001,0.957,1.0667499999999999,1.0665,1.08425,1.11675
0.45799999999999996,0.4685,0.331,0.3785,0.38775,0.43175,0.49175,0.549,0.6425,0.6214999999999999,0.60475,0.6327499999999999,0.6944999999999999,0.867,0.97225,1.061,1.263,1.49975,1.49925,1.51925
0.5816666666666667,0.515,0.388,0.4383333333333333,0.437,0.5863333333333333,0.7969999999999999,0.86575,0.9745000000000001,0.8919999999999999,0.8355,0.7529999999999999,0.634,0.75525,0.9075000000000001,0.9337500000000001,0.98825,0.99675,1.0585,1.1545
,,,,,0.21,0.23475,0.24175,0.285,0.18500000000000003,0.22,0.3785,0.5235,0.5905,0.7265,0.6182500000000001,0.702,0.7865,1.0022499999999999,1.14575
0.382,0.47433333333333333,0.28700000000000003,0.312,0.24675,0.5035000000000001,0.6925,0.581,0.6025,0.5225,0.50925,0.97975,1.2535,1.58475,1.7752500000000002,1.8555,1.866,1.8555000000000001,2.04225,2.3055000000000003
0.415,0.44325000000000003,0.35125,0.3345,0.3395,0.4375,0.5155,0.6455,0.7532500000000001,0.6619999999999999,0.5599999999999999,0.83175,0.93775,0.9137499999999998,0.96575,0.92975,0.7847500000000001,0.63475,0.7652500000000001,0.9312500000000001
0.0645,0.20274999999999999,0.065,0.128,0.1795,0.34725,0.6505,0.6327499999999999,0.8165,0.6395,0.426,0.458,0.59775,0.7280000000000001,1.208,0.5807499999999999,-0.18125,0.23075,0.855,1.4127500000000002
,,,,,,0.33,-0.112,0.12825,0.27474999999999994,0.4605,0.54,0.66925,0.90875,0.9695,1.23925,1.29275,1.2582500000000003,1.4825,1.9877500000000001
,,,,,,0.11125,0.16749999999999998,0.0925,0.0915,0.08325,0.1695,0.17625,0.5406666666666667,0.21666666666666667,0.34700000000000003,0.41125,0.315,0.30825,0.381
,,,,,,0.28,0.3433333333333333,0.4026666666666667,0.41974999999999996,0.5005,0.576,0.5902499999999999,0.6277499999999999,0.6652499999999999,0.71675,0.74275,0.78375,0.82475,0.843
,,,,,,0.32,0.4266666666666667,0.4525,0.5750000000000001,0.20775,0.35575,0.45675,0.6225,0.83425,0.60825,0.819,1.0494999999999999,1.1275000000000002,1.2402499999999999
-0.53375,0.51225,1.0374999999999999,1.3267499999999999,1.86075,2.43375,3.3265000000000002,4.293749999999999,0.99075,-1.09425,-0.0009999999999999974,0.15175,0.1585,0.132,0.207,0.289,0.3865,0.46925,0.753,1.025
0.44175,0.3163333333333333,0.24350000000000002,0.3405,0.44,0.652,0.786,0.8040000000000002,1.0153333333333334,0.7285,0.47300000000000003,0.903,1.1145,1.14,1.2385,1.269,1.1272499999999999,1.1420000000000001,1.28975,1.466
0.685,0.8366666666666668,0.8820000000000001,0.9143333333333334,1.0785,1.20425,1.21475,1.5573333333333335,1.733,1.7985,1.705,1.6195,1.44775,1.26475,1.252,1.3595,1.2575,1.2685,1.40275,1.4132500000000001
,,,,,,,,,,,,,,,,,,0.36200000000000004,0.7419999999999999
0.073,0.0655,0.08025000000000002,0.0965,0.10625,0.1185,0.132,0.14125000000000001,0.15250000000000002,0.19049999999999997,0.22625,0.24974999999999997,0.35375,0.40449999999999997,0.41325000000000006,0.5005,0.63125,0.84825,1.09275,1.3182500000000001
0.449,0.6579999999999999,0.6285000000000001,0.5987499999999999,0.6732499999999999,0.7460000000000001,0.826,1.0915,1.147,0.99425,0.961,1.0054999999999998,0.71625,0.6515,0.582,0.614,0.63625,0.6857500000000001,0.7647499999999999,0.7999999999999999
0.082,0.12833333333333333,0.12425,0.1445,0.166,0.223,0.23700000000000004,0.33033333333333337,0.365,0.35325,0.30975,0.4495,0.492,0.46124999999999994,0.48050000000000004,0.5295000000000001,0.61675,0.623,0.70425,0.8694999999999999
,,,,,,0.609,0.58,0.7417499999999999,0.58075,0.81975,0.96925,0.8400000000000001,0.9172499999999999,0.9985,1.0965,1.4140000000000001,1.51825,1.4177499999999998,1.7544999999999997
,,,,,0.2375,,0.14,0.1496666666666667,0.0955,0.04775,0.094,0.17375000000000002,0.2535,0.359,0.4466666666666667,0.55825,0.66075,0.7145,0.74
0.9640000000000001,0.78475,0.18775,0.132,0.30800000000000005,0.44075000000000003,0.12966666666666668,-0.45000000000000007,-0.03175,-0.57075,0.15975,0.45425,0.4015,0.37474999999999997,0.37525,0.471,0.47424999999999995,0.42424999999999996,0.4085,0.31975
,,,,,,,,,,,,,0.35366666666666663,0.67275,0.56725,0.21325,0.89775,1.618,2.1315
0.03325,0.039,0.03425,0.036333333333333336,0.04425,0.067,0.08675000000000001,0.09725,0.11525,0.10775,0.0945,0.1385,0.18075,0.2065,0.22,0.2375,0.23725,0.232,0.28900000000000003,0.35300000000000004
,,,,,,,,,,,,0.14300000000000002,0.15025,0.3,0.49675,0.78975,1.3755,2.11725,2.264
,,,,,,,,,,,,0.24033333333333332,0.3075,0.5015000000000001,0.5657500000000001,0.6415,0.77375,0.894,0.935
0.1145,0.11933333333333335,0.09825,0.19299999999999998,0.24975,0.44625,0.6376666666666667,0.72625,1.3825,0.44075000000000003,0.9882500000000001,1.38,1.222,1.0882500000000002,0.728,0.44,0.252,0.331,0.45325000000000004,0.1755
0.5605,0.5227499999999999,0.5155000000000001,0.6735,0.865,1.1927500000000002,1.4072500000000003,1.63825,1.43725,0.9442499999999999,0.93275,1.26225,1.5590000000000002,1.53475,1.7392500000000002,2.19325,2.64375,3.0504999999999995,3.6765,3.91775
0.6556666666666667,0.71075,0.85825,0.7995,0.6825,0.7602499999999999,0.88425,1.01425,1.06425,1.13875,0.95725,0.8195,0.8362499999999999,0.778,0.6839999999999999,0.667,0.678,0.67225,0.64,0.6615
0.051000000000000004,0.04275,-0.00725,0.011000000000000001,0.05575000000000001,0.1315,0.2405,0.31,0.34900000000000003,0.38549999999999995,0.5165,0.86,1.1132499999999999,1.209,1.30025,1.5785,1.7622499999999999,2.03825,2.28625,2.596
,,0.34775,0.3765,0.42900000000000005,0.476,0.46625,0.609,0.7102499999999999,0.4175,0.48050000000000004,0.59475,0.63575,0.70075,0.79,0.8779999999999999,0.94825,1.091,1.27075,1.6317500000000003
0.05375,0.06625,0.083,0.0995,0.11725,0.13675,0.16199999999999998,0.18325000000000002,0.211,0.23325,0.2525,0.28325,0.32275000000000004,0.36825,0.41100000000000003,0.47350000000000003,0.547,0.6315000000000001,0.753,0.868
0.46824999999999994,0.5754999999999999,0.68675,0.77725,0.833,0.8089999999999999,0.71325,0.7037500000000001,0.5395,-0.008500000000000008,-0.047250000000000014,0.2665,0.34850000000000003,0.4025,0.43675,0.42174999999999996,0.405,0.44175,0.56725,0.6875
0.034333333333333334,0.031,0.06933333333333334,0.077,0.09625,0.1545,0.171,0.18975,0.289,0.36824999999999997,0.38625,0.45325000000000004,0.43775,0.40374999999999994,0.40374999999999994,0.41875,0.43424999999999997,0.45575,0.522,0.60075
0.12166666666666666,0.20933333333333334,0.20266666666666666,0.14700000000000002,0.1215,0.14225,0.2185,0.31266666666666665,0.49966666666666665,0.6617500000000001,0.614,0.685,0.74775,0.866,0.9742499999999998,0.95875,0.7165,0.528,0.44275,0.55
,,,,,,,,,,,0.4675,0.627,0.87325,1.2385000000000002,1.5365,1.7489999999999999,2.0515,2.47975,2.982
0.4065,0.504,0.231,0.16275,0.17075,0.22675,0.335,0.41125,0.47000000000000003,0.66825,0.5720000000000001,0.6695000000000001,0.8532500000000001,1.0342500000000001,1.1615000000000002,1.047,0.7312500000000001,0.81475,1.15225,1.5885
,,,,,,,,,,,,,,,,,,,0.76
,,,,,,,,,,,,,,,,,,,0.6320000000000001
,,,,,,,,,,,0.49549999999999994,0.5985,0.6975,0.70625,0.73025,0.905,1.1285,1.2275,1.328
,,,,,,0.514,0.4630000000000001,0.52625,0.503,0.509,0.527,0.53675,0.5886666666666667,0.62,0.7095,0.812,0.8145,0.7977500000000001,0.7959999999999999
,,,,,0.14,0.156,0.25425,0.357,0.33599999999999997,0.31275000000000003,0.4255,0.5722499999999999,0.59825,0.7,0.7042499999999999,0.35875,0.29625,0.348,0.36774999999999997
,,,,,,,,,,0.04033333333333334,0.07625000000000001,0.12675,0.15125000000000002,0.13525,0.14950000000000002,0.182,0.22075,0.339,0.51475
,,,,,,,,,,,,,,,,0.71,0.67675,0.8210000000000001,0.9324999999999999
0.49574999999999997,0.5647500000000001,0.6575,0.6575,0.7092499999999999,0.8567499999999999,0.9982499999999999,1.12625,1.4207500000000002,1.6045000000000003,1.669,1.7905,1.85975,1.764,1.8207499999999999,2.07475,2.3432500000000003,2.45075,2.72725,3.06325
0.3085,0.37250000000000005,0.40325,0.42574999999999996,0.40524999999999994,0.4495,0.5193333333333333,0.5933333333333334,0.62,0.3135,0.249,0.3265,0.39375,0.444,0.43474999999999997,0.425,0.42175000000000007,0.45799999999999996,0.28600000000000003,0.18575000000000003
-0.00725,-0.0125,-0.0010000000000000002,0.020000000000000004,0.0475,0.07575000000000001,0.13366666666666668,0.1855,0.25525,0.31125,0.419,0.50075,0.5075000000000001,0.5075000000000001,1.03275,2.5402500000000003,2.9552499999999995,2.32425,1.7487500000000002,1.6687500000000002
0.24774999999999997,0.27125,0.21775,0.31875,0.35375,0.34625,0.35224999999999995,0.38475000000000004,0.4285,0.47600000000000003,0.52825,0.6195,0.637,0.62975,0.7270000000000001,0.70625,0.68425,0.7605,0.77125,0.7255
,,,,,0.52,0.5465,0.598,0.6535,0.6864999999999999,0.686,0.77075,0.87275,0.94675,1.03475,1.0892499999999998,1.117,1.17475,1.40725,1.64775
,,,,,0.2,0.25325,0.32099999999999995,0.42499999999999993,0.29025,0.43375,0.49625,0.3915,0.33175,0.3665,0.39149999999999996,0.3715,0.43074999999999997,0.464,0.5155000000000001
,,,,,,,,,,,1.0516666666666667,1.0015,0.9825,1.07325,1.1760000000000002,1.3904999999999998,1.4657499999999999,1.604,1.6895
,,,,,0.73,1.01375,1.65,2.4885,2.72125,3.326,4.188750000000001,5.356999999999999,5.7995,6.5785,7.32975,8.48025,10.39875,12.78575,14.11925
,,,,,0.73,1.01375,1.65,2.4885,2.72125,3.326,4.188750000000001,5.356999999999999,5.7995,6.5785,7.32975,8.48025,10.39875,12.78575,14.11925
0.6015,0.5846666666666667,0.558,0.5712499999999999,0.5435000000000001,0.60875,0.68325,0.7535,0.79525,0.69825,0.6559999999999999,0.82475,0.9877499999999999,1.12225,1.166,1.2287499999999998,1.2159999999999997,1.2205000000000001,1.3505,1.4917500000000001
,0.0475,0.0745,0.08675000000000001,0.1055,0.13575,0.1775,0.21325000000000002,0.237,0.25675000000000003,0.29625,0.34375,0.40875,0.45775,0.5015,0.5800000000000001,0.7172499999999999,1.062,1.2429999999999999,1.511
0.30274999999999996,0.24624999999999997,0.03675,0.11975000000000001,0.26275,0.2975,0.29774999999999996,0.2275,0.2685,0.318,0.39,0.45575000000000004,0.377,0.56825,0.673,0.681,0.59775,0.50325,0.48424999999999996,0.63575
,0.14550000000000002,0.12875,0.17850000000000002,0.23925,0.2815,0.42933333333333334,0.6715,1.0587499999999999,0.69775,0.7005,0.6072500000000001,0.6325000000000001,0.6435,0.65525,0.78475,0.58575,0.6712499999999999,0.75125,0.92025
1.29725,1.5590000000000002,1.12825,1.11275,1.6092499999999998,2.1915,3.12075,4.8555,5.0695,2.6645,4.59375,4.468249999999999,2.9547499999999998,3.442,3.9427499999999993,4.3545,4.494,4.59525,5.3855,6.215249999999999
0.568,0.5680000000000001,0.6489999999999999,0.6906666666666667,0.674,0.85,1.0416666666666667,1.1862499999999998,1.4304999999999999,1.393,1.4729999999999999,1.9700000000000002,2.5970000000000004,2.95275,3.247,3.30475,3.0470000000000006,2.918,3.13075,4.460000000000001
0.14925,0.16425,0.1575,0.15225,0.16875,0.24225000000000002,0.486,0.6167499999999999,0.7295,0.5,0.347,0.7215,0.96575,0.805,1.06475,0.64525,0.12974999999999998,0.25049999999999994,0.6152500000000001,0.41900000000000004
,,,,,,0.31425000000000003,0.39649999999999996,0.48950000000000005,0.56625,0.6165,0.7815000000000001,0.7885,0.72075,0.79325,0.8274999999999999,0.972,1.1825,1.3459999999999999,1.1557499999999998
0.4335,0.33625,0.33025,0.36674999999999996,0.4095,0.45525000000000004,0.46375,0.46325,0.37675000000000003,0.06925000000000002,-0.07325,0.11725,0.15175,0.16325,0.17774999999999996,0.20074999999999998,0.21400000000000002,0.23850000000000002,0.29050000000000004,0.33825000000000005
,,,,,,,0.10533333333333333,0.15925,0.14825,0.1265,0.16775,0.23075,0.21,0.28875,0.41425,0.49175,0.52075,0.47825,0.4472499999999999
,,,,,,,,,,,0.6335,0.8580000000000001,0.8627499999999999,0.9715,1.244,1.527,1.8192499999999998,2.021,2.4935
,,,,,,0.20333333333333334,0.1775,0.1995,0.23224999999999998,0.25575000000000003,0.362,0.4355,0.50875,0.5275000000000001,0.5145,0.4425,0.29875,0.15975,0.157
0.23375,0.27749999999999997,0.31025,0.37050000000000005,0.44299999999999995,0.5332499999999999,0.649,0.7125,0.58875,0.37999999999999995,0.35025,0.47225,0.58175,0.7415,0.89575,1.1135,1.3205,1.5585,1.82,2.33025
0.35475,0.794,0.701,0.46224999999999994,0.355,0.6695,1.60675,1.438,1.9252500000000001,0.9405000000000001,1.0459999999999998,1.6385,1.66675,1.5845,1.3255000000000001,0.18524999999999997,-1.07525,-0.7515000000000001,-0.5107499999999999,0.0037499999999999947
,,,,,0.1395,0.43624999999999997,0.44925000000000004,0.6245,0.371,0.3515,0.5747500000000001,1.3054999999999999,1.53475,1.052,0.8775,0.942,0.4665,0.9920000000000001,1.6132499999999999
1.04575,1.17875,1.21475,1.1966666666666665,1.4794999999999998,1.8385,2.1027500000000003,2.40975,2.49925,1.6552499999999997,0.9319999999999999,0.94475,0.863,0.799,0.8932500000000001,0.94825,1.012,1.0025,1.09025,1.2405
,,,,,,,,,,,0.8895000000000001,0.794,0.98325,1.6475000000000002,2.1895,2.33725,2.77325,3.65125,4.0505
,,,,,,,,,,,,,,0.5203333333333334,0.6412500000000001,0.7265,0.5662499999999999,0.6255,0.87725
0.258,0.332,0.41350000000000003,0.5462499999999999,0.6955,0.837,0.8035,1.06475,0.9,0.5447500000000001,0.3185,0.55125,0.69875,0.8227499999999999,0.97075,1.0945,1.017,1.0939999999999999,0.9329999999999999,1.0077500000000001
-0.043666666666666666,,0.02,0.01525,0.03275,0.05666666666666667,0.10650000000000001,0.19075,0.2795,0.28374999999999995,0.30024999999999996,0.31425,0.34375,0.4065,0.35250000000000004,0.384,0.46775,0.49675,0.553,0.611
0.8670000000000001,0.7609999999999999,0.59175,0.44325,0.41033333333333327,0.522,0.6443333333333333,0.74375,0.9372499999999999,0.87875,0.648,0.9212500000000001,1.1045,1.2295,1.3930000000000002,1.5292499999999998,1.66175,1.7635,1.967,2.05825
0.133,0.312,0.1835,0.06375,0.08000000000000002,0.214,0.5395,0.8350000000000001,1.0050000000000001,0.82225,0.506,0.8997499999999999,1.1997499999999999,1.26975,1.5004999999999997,0.92725,-0.21050000000000002,-0.28600000000000003,-0.030499999999999992,0.35325000000000006
,,,,,,,,,,,,,,,,0.503,0.44799999999999995,0.3265,0.3905
0.45275,0.4125,0.2165,0.2995,0.36224999999999996,0.3715,0.47550000000000003,0.6545,0.8545,0.9587500000000001,1.093,1.25325,1.07925,0.9025,0.9219999999999999,0.9420000000000001,0.51775,0.40725,0.47024999999999995,0.5449999999999999
,,,,,1.7,0.45399999999999996,0.37,0.35550000000000004,0.347,0.35575,0.34975,0.3454999999999999,0.4515,0.5942500000000001,0.4285,0.51,0.45000000000000007,0.6917500000000001,0.4757500000000001
0.07625,0.08725000000000001,0.10575,0.09625,0.09575,0.10550000000000001,0.12225000000000001,0.136,0.14325,0.1405,0.1635,0.1925,0.23074999999999998,0.2485,0.28025,0.31475,0.36575,0.4205,0.4345,0.44425000000000003
0.104,0.12175,0.15125,0.18525,0.22574999999999998,0.2475,0.28,0.315,0.37650000000000006,0.40975000000000006,0.44175,0.496,0.54125,0.61275,0.68925,0.754,0.841,0.9025,1.01525,0.98875
0.43625,0.5237499999999999,0.33675,0.2535,0.19674999999999998,0.30400000000000005,0.32575,0.268,0.25333333333333335,0.016249999999999994,-0.09675,0.03933333333333333,0.05725,0.09275,0.145,0.1795,0.21550000000000002,0.17425000000000002,0.1715,0.194
0.2945,0.3395,0.4043333333333334,0.43775,0.49325,0.57575,0.65325,0.66225,0.513,0.48849999999999993,0.5675,0.6980000000000002,0.7842499999999999,0.9140000000000001,1.05075,1.11925,1.119,1.183,1.329,1.4284999999999999
0.16025,0.16775,0.24825000000000003,0.35525,0.397,0.515,0.81775,1.0145,1.1340000000000001,1.432,1.32175,1.54825,2.1215,1.85825,2.0185,2.15725,2.42625,2.62775,3.2277500000000003,4.15975
1.11925,1.2325,1.201,1.0965,1.2337500000000001,1.3715,1.44075,1.6982500000000003,2.05875,2.29075,2.7914999999999996,3.2205,3.7562499999999996,4.2315,4.68025,4.2585,3.7542500000000003,3.58975,3.44625,3.5199999999999996
,,,,,,0.07733333333333332,0.167,0.24874999999999997,0.24824999999999997,0.26475,0.3195,0.38875000000000004,0.42625,0.5245,0.57725,0.69,0.76575,0.8607500000000001,0.9665
0.06775,0.08466666666666667,0.084,0.10300000000000001,0.12533333333333332,0.14450000000000002,0.15766666666666665,0.19566666666666666,0.228,0.241,0.2795,0.333,0.38825,0.438,0.48724999999999996,0.54575,0.551,0.72625,0.96125,1.187
0.236,0.2383333333333333,0.20174999999999998,0.22849999999999998,0.248,0.33575,0.398,0.47375,0.554,0.46649999999999997,0.43025,0.576,0.701,0.72925,0.8325,0.9605000000000001,0.95075,1.0015,1.217,1.4475000000000002
0.48449999999999993,0.4155,0.45049999999999996,0.55,0.5750000000000001,0.6666666666666666,0.5633333333333334,0.6025,0.6366666666666666,0.6806666666666666,0.6863333333333334,0.94225,1.0425,1.082,1.23575,1.3707500000000001,1.3792499999999999,1.4617499999999999,1.5510000000000002,1.6545
,-0.09666666666666668,-0.132,-0.11299999999999999,-0.05775,0.0045000000000000005,0.022333333333333334,0.08475,0.14900000000000002,0.228,0.28125,0.362,0.38824999999999993,0.41600000000000004,0.52275,0.788,0.97125,1.016,1.11025,1.69375
-0.1025,-0.1585,-0.2585,-0.44375,-0.4166666666666667,-0.40499999999999997,-0.3195,-0.23875000000000002,-0.4355,-0.45250000000000007,-0.29825,-0.36375,-0.21875,-0.12975,-0.069,0.011000000000000001,0.13575,0.33125,0.38833333333333336,0.5055000000000001
,,,,,,,,,,,,,,,0.36150000000000004,0.386,0.50825,0.55975,0.6345
0.35475,0.27975,0.15525,0.16225,0.30074999999999996,0.31525000000000003,0.33225,0.27575,0.34925,0.2015,0.39075000000000004,0.5005000000000001,0.648,0.52775,0.50325,0.5944999999999999,0.607,0.69775,0.887,1.1515000000000002
0.063,0.09050000000000001,0.12225000000000001,0.15925,0.18825,0.23249999999999998,0.27999999999999997,0.32975,0.378,0.40775,0.4705,0.63525,0.71875,0.8584999999999999,0.9315000000000001,0.568,0.82875,1.10875,1.3032500000000002,1.5605000000000002
0.7735,0.359,0.31024999999999997,0.42325,0.4095,0.5157499999999999,0.3295,0.5782499999999999,0.62525,0.2315,0.43999999999999995,0.677,0.738,0.9704999999999999,1.065,0.9942500000000001,0.9265000000000001,1.0445,1.2192500000000002,1.40025
,,,,,0.25,0.09566666666666668,0.05074999999999999,0.10975,0.101,0.07799999999999999,0.15925,0.20925,0.23299999999999998,0.242,0.28400000000000003,0.33275,0.3645,0.40225,0.46325000000000005
,,,,,,,0.1815,0.2185,0.1845,0.12,0.41300000000000003,0.6869999999999999,0.8025000000000001,0.8907500000000002,1.063,1.2622499999999999,1.3727500000000001,2.02025,1.7825
,,,,,,,,,,,,,0.509,0.5954999999999999,0.778,0.9319999999999999,1.141,1.3205,1.5740000000000003
0.48475,0.46774999999999994,0.34425,0.40525,0.50075,0.70975,0.8956666666666667,0.9495,0.947,0.65975,0.57325,0.7557499999999999,0.8320000000000001,0.93275,0.87475,0.97175,0.99675,1.1247500000000001,1.3175000000000001,1.5715
-0.0055,0.001749999999999999,0.067,0.09225000000000001,0.11850000000000001,0.12225,0.14575000000000002,0.15650000000000003,0.1825,0.19024999999999997,0.23950000000000002,0.26925,0.29,0.2865,0.27074999999999994,0.31575,0.30275,0.3125,0.3055,0.3185
,-0.0765,-0.04775,-0.024499999999999997,0.023666666666666666,0.06475,0.12475,0.22175,0.399,0.48524999999999996,0.6134999999999999,0.897,1.187,1.45275,1.29475,1.4714999999999998,1.7255,2.0045,2.4074999999999998,3.07925
0.1495,0.057,0.09600000000000002,0.1225,0.11499999999999999,0.1125,0.13375,0.19275,0.23825,0.2185,0.245,0.34775,0.43799999999999994,0.5275,0.587,0.66925,0.69,0.8427499999999999,0.982,1.049
0.4223333333333333,0.42750000000000005,0.38649999999999995,0.4245,0.49075,0.63825,0.75175,0.8247499999999999,0.91675,0.612,0.6792499999999999,0.91475,1.04875,1.1015,1.12825,1.31475,1.3847500000000001,1.55125,1.8555,2.04575
0.30325,0.37024999999999997,0.3075,0.235,0.27,0.22,0.2225,0.405,0.47425,0.265,0.31124999999999997,0.4345,0.46675,0.5215000000000001,0.60925,0.6885000000000001,0.646,0.6312500000000001,0.7220000000000001,0.62725
0.07350000000000001,0.08333333333333333,0.07125000000000001,0.11574999999999999,0.1875,0.3105,0.38275000000000003,0.401,0.41474999999999995,0.388,0.36024999999999996,0.508,0.6305000000000001,0.7602500000000001,0.8467500000000001,0.9115,1.0145,1.0285,1.2375,1.5570000000000002
2.2375,2.83625,3.1972500000000004,1.61475,1.6690000000000003,2.05325,2.0477499999999997,2.12925,0.66425,0.65525,0.6552499999999999,0.80425,0.9565000000000001,0.49399999999999994,0.54275,0.6214999999999999,0.577,0.6835,0.7190000000000001,0.56175
